County_Name,State_Name,Confirmed,New,Death,New_Death,Fatality_Rate,Recovered,New_Recovered,Latitude,Longitude,Last_Update
Los Angeles,California,275069,51,6656,1,2.4%,11381,44,34.053490000000004,-118.24531999999999,2020-10-06 21:50 EDT
Riverside,California,60867,129,1244,6,2.0%,55397,185,33.98171,-117.37404,2020-10-06 21:50 EDT
San Bernardino,California,56522,122,966,4,1.7%,53735,218,34.10524,-117.29411999999999,2020-10-06 21:50 EDT
Orange,California,54898,138,1289,2,2.3%,49141,218,33.78787,-117.85071,2020-10-06 21:50 EDT
San Diego,California,48660,0,803,0,1.7%,1138,0,32.71568,-117.16171000000001,2020-10-06 21:50 EDT
Kern,California,32609,87,387,1,1.2%,16463,58,35.34281638,-118.7299395,2020-10-06 21:50 EDT
Fresno,California,29065,0,399,0,1.4%,18869,0,36.74084000000001,-119.78551999999999,2020-10-06 21:50 EDT
Sacramento,California,23363,118,437,5,1.9%,20540,0,38.57944000000001,-121.49085,2020-10-06 21:50 EDT
Santa Clara,California,21926,0,345,0,1.6%,178,0,37.35579,-121.95508999999998,2020-10-06 21:50 EDT
Alameda,California,21809,63,426,0,2.0%,0,0,37.76683,-122.2453,2020-10-06 21:50 EDT
San Joaquin,California,20731,162,472,1,2.3%,19861,0,37.93479557,-121.2713112,2020-10-06 21:50 EDT
Contra Costa,California,17322,0,213,0,1.2%,16251,0,37.91793732,-121.9259354,2020-10-06 21:50 EDT
Stanislaus,California,16759,0,374,0,2.2%,16759,0,37.55932622,-120.9976619,2020-10-06 21:50 EDT
Tulare,California,16607,117,265,0,1.6%,15736,106,36.20649,-119.34305,2020-10-06 21:50 EDT
Ventura,California,13045,0,154,0,1.2%,12224,0,34.28082,-119.29231999999999,2020-10-06 21:50 EDT
Imperial,California,12109,33,326,0,2.7%,11493,22,32.84748,-115.56952,2020-10-06 21:50 EDT
San Francisco,California,11505,25,111,3,1.0%,520,0,37.777120000000004,-122.41963999999999,2020-10-06 21:50 EDT
Monterey,California,10433,31,75,0,0.7%,7843,6372,36.21714603,-121.2390196,2020-10-06 21:50 EDT
San Mateo,California,10309,34,154,2,1.5%,0,0,37.54704,-122.31485,2020-10-06 21:50 EDT
Santa Barbara,California,9319,0,115,0,1.2%,9082,0,34.41938,-119.69905,2020-10-06 21:50 EDT
Merced,California,9081,0,148,0,1.6%,8609,0,37.19187429,-120.717739,2020-10-06 21:50 EDT
Sonoma,California,7940,79,122,0,1.5%,6408,0,38.29188,-122.45728000000001,2020-10-06 21:50 EDT
Kings,California,7933,14,82,0,1.0%,6314,35,36.07543071,-119.8153541,2020-10-06 21:50 EDT
Marin,California,6796,0,119,0,1.8%,6470,2123,38.07188727,-122.7195348,2020-10-06 21:50 EDT
Solano,California,6601,0,72,0,1.1%,6294,0,38.27793363,-121.9272405,2020-10-06 21:50 EDT
Madera,California,4706,0,70,0,1.5%,4191,0,36.96205,-120.06398999999999,2020-10-06 21:50 EDT
San Luis Obispo,California,3755,13,31,0,0.8%,3536,23,35.28579000000001,-120.66275,2020-10-06 21:50 EDT
Placer,California,3684,0,49,0,1.3%,3398,0,39.05913563,-120.75363279999999,2020-10-06 21:50 EDT
Yolo,California,2893,0,56,0,1.9%,42,0,38.73431,-121.81278999999999,2020-10-06 21:50 EDT
Butte,California,2874,0,45,0,1.6%,2743,0,39.66709143,-121.60091100000001,2020-10-06 21:50 EDT
Santa Cruz,California,2527,18,14,2,0.6%,2226,19,36.97424,-122.03098,2020-10-06 21:50 EDT
Napa,California,1766,8,13,0,0.7%,1558,0,38.50647693,-122.3306091,2020-10-06 21:50 EDT
Sutter,California,1763,6,12,1,0.7%,1577,38,39.03467539,-121.69484569999999,2020-10-06 21:50 EDT
San Benito,California,1367,0,12,0,0.9%,1329,0,36.50506,-121.08332,2020-10-06 21:50 EDT
El Dorado,California,1207,0,4,0,0.3%,1059,0,38.68217,-120.84683000000001,2020-10-06 21:50 EDT
Yuba,California,1207,6,10,1,0.8%,1067,24,39.26918299,-121.3512653,2020-10-06 21:50 EDT
Shasta,California,1158,0,22,0,1.9%,1035,0,40.598279999999995,-122.49095,2020-10-06 21:50 EDT
Mendocino,California,1010,5,20,0,2.0%,883,29,39.44024063,-123.3912784,2020-10-06 21:50 EDT
Lassen,California,748,4,0,0,0.0%,733,0,40.68244754,-120.60036909999998,2020-10-06 21:50 EDT
Tehama,California,643,25,7,0,1.1%,533,15,40.12569694,-122.23391529999999,2020-10-06 21:50 EDT
Glenn,California,609,0,3,0,0.5%,589,0,39.59827984,-122.392389,2020-10-06 21:50 EDT
Lake,California,595,2,12,0,2.0%,522,8,39.10265343,-122.75089740000001,2020-10-06 21:50 EDT
Nevada,California,550,0,7,0,1.3%,512,0,39.2616,-121.0161,2020-10-06 21:50 EDT
Colusa,California,539,1,6,0,1.1%,531,2,39.17759768,-122.2371023,2020-10-06 21:50 EDT
Humboldt,California,522,0,8,0,1.5%,493,0,40.69879803,-123.87371470000001,2020-10-06 21:50 EDT
Calaveras,California,324,0,14,0,4.3%,300,0,38.20473567,-120.55406550000001,2020-10-06 21:50 EDT
Amador,California,264,0,15,0,5.7%,240,0,38.44606535,-120.65175500000001,2020-10-06 21:50 EDT
Tuolumne,California,233,0,4,0,1.7%,211,0,38.02764367,-119.95465359999999,2020-10-06 21:50 EDT
Inyo,California,197,0,15,0,7.6%,172,0,36.5110603,-117.410592,2020-10-06 21:50 EDT
Siskiyou,California,171,0,1,0,0.6%,166,0,41.59256366,-122.54077720000001,2020-10-06 21:50 EDT
Mono,California,169,0,2,0,1.2%,0,0,37.93749777,-118.8838882,2020-10-06 21:50 EDT
Del Norte,California,152,0,1,0,0.7%,143,0,41.74317575,-123.89711070000001,2020-10-06 21:50 EDT
Mariposa,California,76,0,2,0,2.6%,74,1,37.58147049,-119.90545139999999,2020-10-06 21:50 EDT
Plumas,California,52,0,0,0,0.0%,50,0,40.00070236,-120.8334983,2020-10-06 21:50 EDT
Modoc,California,28,0,0,0,0.0%,27,0,41.57651716400005,-120.73684738599995,2020-10-06 21:50 EDT
Trinity,California,26,0,0,0,0.0%,16,0,40.65065829,-123.11263500000001,2020-10-06 21:50 EDT
Sierra,California,6,0,0,0,0.0%,6,0,39.58038432,-120.5160202,2020-10-06 21:50 EDT
Alpine,California,3,1,0,0,0.0%,3,1,38.59733305,-119.82042129999999,2020-10-06 21:50 EDT
Dallas,Texas,84245,450,1154,5,1.4%,77193,439,32.778220000000005,-96.79512,2020-10-06 21:50 EDT
Harris--Houston,Texas,77616,261,1202,3,1.5%,58546,75,29.66648008,-95.22438005,2020-10-06 21:50 EDT
Harris--Non Houston,Texas,71153,276,786,6,1.1%,67703,291,37.302192,-91.84458149999999,2020-10-06 21:50 EDT
Bexar,Texas,58746,0,1336,4,2.3%,43444,116,29.44892069,-98.52000770000001,2020-10-06 21:50 EDT
Tarrant,Texas,48483,208,740,6,1.5%,45046,185,32.8173,-97.07655,2020-10-06 21:50 EDT
Hidalgo,Texas,32620,214,1561,3,4.8%,28513,42,26.39702985,-98.18094296,2020-10-06 21:50 EDT
Travis,Texas,29857,58,426,2,1.4%,28781,76,30.33462266,-97.78218981,2020-10-06 21:50 EDT
El Paso,Texas,26030,237,538,2,2.1%,20991,235,31.759159999999998,-106.48749,2020-10-06 21:50 EDT
Cameron,Texas,23029,83,932,2,4.0%,21280,23,26.13597462,-97.52423968,2020-10-06 21:50 EDT
Nueces,Texas,20707,0,419,0,2.0%,19966,0,27.7262373,-97.61348194,2020-10-06 21:50 EDT
Fort Bend,Texas,16620,17,295,1,1.8%,15708,237,29.52745252,-95.77065084,2020-10-06 21:50 EDT
