County_Name,State_Name,Confirmed,New,Death,Fatality_Rate,Latitude,Longitude,Last_Update
New York,New York,463,194,9,0.0194384,40.7145500,-74.0071400,2020-03-16 21:26 UTC
Westchester,New York,220,42,0,0.0000000,41.1631976,-73.7560629,2020-03-16 21:26 UTC
Nassau,New York,109,30,0,0.0000000,40.7416523,-73.5889962,2020-03-16 21:26 UTC
Suffolk,New York,74,33,4,0.0540541,40.8773281,-72.8589804,2020-03-16 21:26 UTC
Rockland,New York,16,4,1,0.0625000,41.1523740,-74.0240103,2020-03-16 21:26 UTC
Albany,New York,15,4,0,0.0000000,42.6515500,-73.7552100,2020-03-16 21:26 UTC
Monroe,New York,11,9,0,0.0000000,43.1460428,-77.6967491,2020-03-16 21:26 UTC
Orange,New York,11,5,0,0.0000000,41.4020682,-74.3055957,2020-03-16 21:26 UTC
Dutchess,New York,10,6,0,0.0000000,41.7647751,-73.7428168,2020-03-16 21:26 UTC
Ulster,New York,7,2,0,0.0000000,41.9598600,-73.9903300,2020-03-16 21:26 UTC
Erie,New York,7,4,0,0.0000000,42.7638212,-78.7322497,2020-03-16 21:26 UTC
Saratoga,New York,5,2,0,0.0000000,43.0697400,-73.6366100,2020-03-16 21:26 UTC
Schenectady,New York,4,3,0,0.0000000,42.8123800,-73.9412200,2020-03-16 21:26 UTC
Tompkins,New York,2,1,0,0.0000000,42.4493350,-76.4706436,2020-03-16 21:26 UTC
Putnam,New York,2,2,0,0.0000000,41.4265345,-73.7494999,2020-03-16 21:26 UTC
Greene,New York,2,2,0,0.0000000,42.2765457,-74.1226159,2020-03-16 21:26 UTC
Allegany,New York,2,2,0,0.0000000,42.2573979,-78.0275544,2020-03-16 21:26 UTC
Delaware,New York,1,0,0,0.0000000,42.1980433,-74.9663520,2020-03-16 21:26 UTC
Herkimer,New York,1,0,0,0.0000000,43.0259000,-74.9843300,2020-03-16 21:26 UTC
Broome,New York,1,0,0,0.0000000,42.1602180,-75.8196459,2020-03-16 21:26 UTC
Tioga,New York,1,0,0,0.0000000,42.0605700,-76.3451900,2020-03-16 21:26 UTC
Montgomery,New York,1,1,0,0.0000000,42.9022918,-74.4396009,2020-03-16 21:26 UTC
Onondaga,New York,1,1,0,0.0000000,43.0048700,-76.1836000,2020-03-16 21:26 UTC
