County_Name,State_Name,Confirmed,New,Death,New_Death,Fatality_Rate,Recovered,New_Recovered,Latitude,Longitude,Last_Update
Los Angeles,California,1129730,0,17324,0,1.5%,2969,7602,34.053490000000004,-118.24531999999999,2021-02-04 19:30 EDT
Riverside,California,277724,0,3278,0,1.2%,4729,234,33.98171,-117.37404,2021-02-04 19:30 EDT
San Bernardino,California,275960,0,1966,0,0.7%,4649,646,34.10524,-117.29411999999999,2021-02-04 19:30 EDT
San Diego,California,241018,0,2683,0,1.1%,2629,537,32.71568,-117.16171000000001,2021-02-04 19:30 EDT
Orange,California,234708,0,3199,0,1.4%,2699,687,33.78787,-117.85071,2021-02-04 19:30 EDT
Santa Clara,California,103236,0,1473,0,1.4%,2639,534,37.35579,-121.95508999999998,2021-02-04 19:30 EDT
Kern,California,95554,0,641,0,0.7%,1619,792,35.34281638,-118.7299395,2021-02-04 19:30 EDT
Fresno,California,89542,0,1198,0,1.3%,1749,869,36.74084000000001,-119.78551999999999,2021-02-04 19:30 EDT
Sacramento,California,87037,0,1281,0,1.5%,1359,739,38.57944000000001,-121.49085,2021-02-04 19:30 EDT
Alameda,California,74959,0,999,0,1.3%,139,935,37.76683,-122.2453,2021-02-04 19:30 EDT
Ventura,California,71546,0,634,0,0.9%,157,13,34.28082,-119.29231999999999,2021-02-04 19:30 EDT
San Joaquin,California,62890,0,874,0,1.4%,2019,798,37.93479557,-121.2713112,2021-02-04 19:30 EDT
Contra Costa,California,58021,0,532,0,0.9%,1219,186,37.91793732,-121.9259354,2021-02-04 19:30 EDT
Stanislaus,California,46749,0,848,0,1.8%,679,751,37.55932622,-120.9976619,2021-02-04 19:30 EDT
Tulare,California,45541,0,619,0,1.4%,4417,967,36.20649,-119.34305,2021-02-04 19:30 EDT
Monterey,California,40104,0,286,0,0.7%,3829,391,36.21714603,-121.2390196,2021-02-04 19:30 EDT
San Mateo,California,36451,237,395,0,1.1%,2039,476,37.54704,-122.31485,2021-02-04 19:30 EDT
San Francisco,California,31544,0,328,0,1.0%,1799,66,37.777120000000004,-122.41963999999999,2021-02-04 19:30 EDT
Santa Barbara,California,29191,0,316,0,1.1%,229,659,34.41938,-119.69905,2021-02-04 19:30 EDT
Solano,California,28410,0,129,0,0.5%,1819,93,38.27793363,-121.9272405,2021-02-04 19:30 EDT
Merced,California,26914,0,359,0,1.3%,1469,80,37.19187429,-120.717739,2021-02-04 19:30 EDT
Imperial,California,26331,71,551,0,2.1%,729,76,32.84748,-115.56952,2021-02-04 19:30 EDT
Sonoma,California,26306,56,267,0,1.0%,3769,73,38.29188,-122.45728000000001,2021-02-04 19:30 EDT
Kings,California,20894,0,177,0,0.8%,457,71,36.07543071,-119.8153541,2021-02-04 19:30 EDT
