County_Name,State_Name,Confirmed,New,Death,New_Death,Fatality_Rate,Recovered,New_Recovered,Latitude,Longitude,Last_Update
Los Angeles,California,1244170,0,24346,0,2.0%,425349,43,34.053490000000004,-118.24531999999999,2021-06-02 19:31 EDT
Riverside,California,300732,0,4608,0,1.5%,4149,56,33.98171,-117.37404,2021-06-02 19:31 EDT
San Bernardino,California,298545,0,4560,0,1.5%,412099,57,34.10524,-117.29411999999999,2021-06-02 19:31 EDT
San Diego,California,280304,0,3756,0,1.3%,1899,19,32.71568,-117.16171000000001,2021-06-02 19:31 EDT
Orange,California,255322,31,5068,3,2.0%,759,21,33.78787,-117.85071,2021-06-02 19:31 EDT
Santa Clara,California,119094,0,2142,0,1.8%,0,0,37.35579,-121.95508999999998,2021-06-02 19:31 EDT
Kern,California,110188,41,1394,5,1.3%,457,9,35.34281638,-118.7299395,2021-06-02 19:31 EDT
Sacramento,California,106570,97,1715,6,1.6%,309,10,38.57944000000001,-121.49085,2021-06-02 19:31 EDT
Fresno,California,102507,0,1795,0,1.8%,219,18,36.74084000000001,-119.78551999999999,2021-06-02 19:31 EDT
Alameda,California,88955,0,1693,0,1.9%,4289,90,37.76683,-122.2453,2021-06-02 19:31 EDT
Ventura,California,81382,0,1018,0,1.3%,3749,2,34.28082,-119.29231999999999,2021-06-02 19:31 EDT
San Joaquin,California,73899,0,1419,0,1.9%,4249,82,37.93479557,-121.2713112,2021-06-02 19:31 EDT
Contra Costa,California,69693,0,799,0,1.1%,439,39,37.91793732,-121.9259354,2021-06-02 19:31 EDT
Stanislaus,California,56228,0,1066,0,1.9%,3519,85,37.55932622,-120.9976619,2021-06-02 19:31 EDT
Tulare,California,50134,0,846,0,1.7%,1009,0,36.20649,-119.34305,2021-06-02 19:31 EDT
Monterey,California,43753,6,386,1,0.9%,4441,9,36.21714603,-121.2390196,2021-06-02 19:31 EDT
San Mateo,California,42097,4,576,0,1.4%,3199,4,37.54704,-122.31485,2021-06-02 19:31 EDT
Solano,California,39766,0,243,0,0.6%,0,0,38.27793363,-121.9272405,2021-06-02 19:31 EDT
San Francisco,California,36702,8,546,0,1.5%,119,8,37.777120000000004,-122.41963999999999,2021-06-02 19:31 EDT
Santa Barbara,California,34498,0,451,0,1.3%,3799,6,34.41938,-119.69905,2021-06-02 19:31 EDT
Merced,California,32168,0,470,0,1.5%,4769,5,37.19187429,-120.717739,2021-06-02 19:31 EDT
Sonoma,California,30336,0,315,0,1.0%,4677,66,38.29188,-122.45728000000001,2021-06-02 19:31 EDT
Imperial,California,28166,35,739,0,2.6%,43449,3,32.84748,-115.56952,2021-06-02 19:31 EDT
Kings,California,23077,0,247,0,1.1%,4409,5,36.07543071,-119.8153541,2021-06-02 19:31 EDT
Placer,California,23042,0,297,0,1.3%,4929,0,39.05913563,-120.75363279999999,2021-06-02 19:31 EDT
San Luis Obispo,California,21331,0,261,0,1.2%,0,0,35.28579000000001,-120.66275,2021-06-02 19:31 EDT
Madera,California,16448,0,245,0,1.5%,679,8,36.96205,-120.06398999999999,2021-06-02 19:31 EDT
Santa Cruz,California,16275,0,206,0,1.3%,0,0,36.97424,-122.03098,2021-06-02 19:31 EDT
Marin,California,14153,0,237,0,1.7%,4319,8,38.07188727,-122.7195348,2021-06-02 19:31 EDT
Yolo,California,13995,0,208,0,1.5%,4189,6,38.73431,-121.81278999999999,2021-06-02 19:31 EDT
Shasta,California,12445,0,230,0,1.8%,5659,7,40.598279999999995,-122.49095,2021-06-02 19:31 EDT
Butte,California,12050,0,190,0,1.6%,4197,3,39.66709143,-121.60091100000001,2021-06-02 19:31 EDT
El Dorado,California,10304,0,113,0,1.1%,6949,6,38.68217,-120.84683000000001,2021-06-02 19:31 EDT
Napa,California,9936,0,81,0,0.8%,639,0,38.50647693,-122.3306091,2021-06-02 19:31 EDT
Sutter,California,9543,0,106,0,1.1%,227,4,39.03467539,-121.69484569999999,2021-06-02 19:31 EDT
Yuba,California,6389,0,41,0,0.6%,4239,5,39.26918299,-121.3512653,2021-06-02 19:31 EDT
