County_Name,State_Name,Confirmed,New,Death,New_Death,Fatality_Rate,Recovered,New_Recovered,Latitude,Longitude,Last_Update
Los Angeles,California,1220256,0,23191,0,1.9%,469,937,34.053490000000004,-118.24531999999999,2021-04-02 19:50 EDT
Riverside,California,294736,119,4362,23,1.5%,422,10,33.98171,-117.37404,2021-04-02 19:50 EDT
San Bernardino,California,291199,177,4099,63,1.4%,59,67,34.10524,-117.29411999999999,2021-04-02 19:50 EDT
San Diego,California,270539,0,3555,0,1.3%,422,912,32.71568,-117.16171000000001,2021-04-02 19:50 EDT
Orange,California,250854,90,4761,6,1.9%,4889,75,33.78787,-117.85071,2021-04-02 19:50 EDT
Santa Clara,California,114683,0,1942,0,1.7%,39,54,37.35579,-121.95508999999998,2021-04-02 19:50 EDT
Kern,California,106329,41,1277,13,1.2%,359,20,35.34281638,-118.7299395,2021-04-02 19:50 EDT
Fresno,California,99240,0,1596,0,1.6%,42089,3,36.74084000000001,-119.78551999999999,2021-04-02 19:50 EDT
Sacramento,California,98488,605,1613,3,1.6%,41659,101,38.57944000000001,-121.49085,2021-04-02 19:50 EDT
Alameda,California,85542,0,1463,40,1.7%,0,0,37.76683,-122.2453,2021-04-02 19:50 EDT
Ventura,California,79716,0,984,0,1.2%,227,26,34.28082,-119.29231999999999,2021-04-02 19:50 EDT
San Joaquin,California,69978,0,1301,0,1.9%,829,83,37.93479557,-121.2713112,2021-04-02 19:50 EDT
Contra Costa,California,65559,124,760,3,1.2%,41089,66,37.91793732,-121.9259354,2021-04-02 19:50 EDT
Stanislaus,California,52668,0,1001,0,1.9%,2129,53,37.55932622,-120.9976619,2021-04-02 19:50 EDT
Tulare,California,49100,29,813,0,1.7%,2679,40,36.20649,-119.34305,2021-04-02 19:50 EDT
Monterey,California,42979,18,342,0,0.8%,3399,17,36.21714603,-121.2390196,2021-04-02 19:50 EDT
San Mateo,California,40462,38,553,6,1.4%,489,32,37.54704,-122.31485,2021-04-02 19:50 EDT
Solano,California,39766,0,197,0,0.5%,0,0,38.27793363,-121.9272405,2021-04-02 19:50 EDT
San Francisco,California,35170,41,474,3,1.3%,989,40,37.777120000000004,-122.41963999999999,2021-04-02 19:50 EDT
Santa Barbara,California,33217,0,439,0,1.3%,4359,35,34.41938,-119.69905,2021-04-02 19:50 EDT
Merced,California,30649,0,438,0,1.4%,289,77,37.19187429,-120.717739,2021-04-02 19:50 EDT
Sonoma,California,29257,2,309,1,1.1%,849,96,38.29188,-122.45728000000001,2021-04-02 19:50 EDT
Imperial,California,27209,93,716,0,2.6%,959,14,32.84748,-115.56952,2021-04-02 19:50 EDT
Kings,California,22659,20,241,0,1.1%,359,8,36.07543071,-119.8153541,2021-04-02 19:50 EDT
