County_Name,State_Name,Confirmed,New,Death,Fatality_Rate,Latitude,Longitude,Last_Update
Fulton,Georgia,27,0,0,0.0000000,33.7902407,-84.4671100,2020-03-17 10:53 EDT
Cobb,Georgia,22,0,1,0.0454545,33.9414802,-84.5766374,2020-03-17 10:53 EDT
DeKalb,Georgia,10,0,0,0.0000000,33.7715373,-84.2264653,2020-03-17 10:53 EDT
Bartow,Georgia,9,0,0,0.0000000,34.2376440,-84.8407294,2020-03-17 10:53 EDT
Cherokee,Georgia,7,0,0,0.0000000,34.2439897,-84.4762441,2020-03-17 10:53 EDT
Dougherty,Georgia,6,0,0,0.0000000,31.5333249,-84.2162944,2020-03-17 10:53 EDT
Gwinnett,Georgia,5,0,0,0.0000000,33.9611888,-84.0235873,2020-03-17 10:53 EDT
Fayette,Georgia,5,0,0,0.0000000,33.4139091,-84.4942725,2020-03-17 10:53 EDT
Clayton,Georgia,5,0,0,0.0000000,33.5419730,-84.3576995,2020-03-17 10:53 EDT
Floyd,Georgia,4,0,0,0.0000000,34.2632424,-85.2145276,2020-03-17 10:53 EDT
Lowndes,Georgia,3,0,0,0.0000000,30.8336283,-83.2676955,2020-03-17 10:53 EDT
Clarke,Georgia,3,0,0,0.0000000,33.9511057,-83.3674122,2020-03-17 10:53 EDT
Lee,Georgia,2,0,0,0.0000000,31.7795972,-84.1408802,2020-03-17 10:53 EDT
Gordon,Georgia,2,0,0,0.0000000,34.5031965,-84.8758788,2020-03-17 10:53 EDT
Coweta,Georgia,2,0,0,0.0000000,33.3536027,-84.7633669,2020-03-17 10:53 EDT
Henry,Georgia,2,0,0,0.0000000,33.4530163,-84.1542628,2020-03-17 10:53 EDT
Augusta,Georgia,2,2,0,0.0000000,33.4792900,-81.9752200,2020-03-17 10:53 EDT
Polk,Georgia,1,0,0,0.0000000,34.0016881,-85.1881097,2020-03-17 10:53 EDT
Charlton,Georgia,1,0,0,0.0000000,30.7817109,-82.1377648,2020-03-17 10:53 EDT
Newton,Georgia,1,0,0,0.0000000,33.5550066,-83.8502182,2020-03-17 10:53 EDT
Troup,Georgia,1,0,0,0.0000000,33.0335189,-85.0282617,2020-03-17 10:53 EDT
Forsyth,Georgia,1,0,0,0.0000000,33.0341900,-83.9389400,2020-03-17 10:53 EDT
Hall,Georgia,1,0,0,0.0000000,34.3204115,-83.8104354,2020-03-17 10:53 EDT
Paulding,Georgia,1,0,0,0.0000000,33.9204246,-84.8672012,2020-03-17 10:53 EDT
Spalding,Georgia,1,1,0,0.0000000,32.2933500,-84.0045500,2020-03-17 10:53 EDT
Cook,Illinois,76,15,0,0.0000000,41.8401493,-87.8168232,2020-03-17 10:53 EDT
Lake,Illinois,6,2,0,0.0000000,42.3232765,-88.0035345,2020-03-17 10:53 EDT
DuPage,Illinois,5,4,0,0.0000000,41.8519405,-88.0856113,2020-03-17 10:53 EDT
Sangamon,Illinois,4,2,0,0.0000000,39.7581579,-89.6588874,2020-03-17 10:53 EDT
Kane,Illinois,3,-1,0,0.0000000,41.9388756,-88.4286393,2020-03-17 10:53 EDT
McHenry,Illinois,2,0,0,0.0000000,42.3262100,-88.2673100,2020-03-17 10:53 EDT
St. Clair,Illinois,2,-2,0,0.0000000,38.4699647,-89.9274997,2020-03-17 10:53 EDT
Woodford,Illinois,1,0,0,0.0000000,40.8443700,-89.0278100,2020-03-17 10:53 EDT
Cumberland,Illinois,1,0,0,0.0000000,39.2733283,-88.2401682,2020-03-17 10:53 EDT
Champaign,Illinois,1,0,0,0.0000000,40.1142000,-88.2435000,2020-03-17 10:53 EDT
Winnebago,Illinois,1,1,0,0.0000000,42.2656800,-89.2413900,2020-03-17 10:53 EDT
Whiteside,Illinois,1,1,0,0.0000000,41.7553349,-89.9123168,2020-03-17 10:53 EDT
Clinton,Illinois,1,1,0,0.0000000,40.1487900,-88.9639700,2020-03-17 10:53 EDT
Will,Illinois,1,0,0,0.0000000,41.4450565,-87.9786523,2020-03-17 10:53 EDT
Peoria,Illinois,1,1,0,0.0000000,40.6923600,-89.5879900,2020-03-17 10:53 EDT
Dallas,Texas,19,0,0,0.0000000,32.7782200,-96.7951200,2020-03-17 10:53 EDT
Harris,Texas,13,0,0,0.0000000,29.8576280,-95.3931114,2020-03-17 10:53 EDT
Travis,Texas,10,4,0,0.0000000,30.3346227,-97.7821898,2020-03-17 10:53 EDT
Fort Bend,Texas,9,0,0,0.0000000,29.5274525,-95.7706508,2020-03-17 10:53 EDT
Collin,Texas,8,0,0,0.0000000,33.1968000,-96.8039300,2020-03-17 10:53 EDT
Tarrant,Texas,6,2,0,0.0000000,32.8173000,-97.0765500,2020-03-17 10:53 EDT
Montgomery,Texas,4,0,0,0.0000000,30.3886200,-95.6963300,2020-03-17 10:53 EDT
Bexar,Texas,4,1,0,0.0000000,29.4489207,-98.5200077,2020-03-17 10:53 EDT
Smith,Texas,4,0,0,0.0000000,32.3750560,-95.2691026,2020-03-17 10:53 EDT
El Paso,Texas,3,1,0,0.0000000,31.7591600,-106.4874900,2020-03-17 10:53 EDT
Hays,Texas,3,2,0,0.0000000,30.1181700,-97.8722200,2020-03-17 10:53 EDT
Bell,Texas,2,0,0,0.0000000,31.0376588,-97.4780738,2020-03-17 10:53 EDT
Brazoria,Texas,2,0,0,0.0000000,29.0497100,-95.5620000,2020-03-17 10:53 EDT
Matagorda,Texas,2,1,1,0.5000000,28.6912300,-95.9675500,2020-03-17 10:53 EDT
Gregg,Texas,1,0,0,0.0000000,32.4806246,-94.8169910,2020-03-17 10:53 EDT
Lavaca,Texas,1,0,0,0.0000000,29.3843289,-96.9301097,2020-03-17 10:53 EDT
Galveston,Texas,1,0,0,0.0000000,29.2953200,-94.8079100,2020-03-17 10:53 EDT
Denton,Texas,1,0,0,0.0000000,33.2165900,-97.1316200,2020-03-17 10:53 EDT
Bowie,Texas,1,0,0,0.0000000,33.5594000,-97.8483700,2020-03-17 10:53 EDT
Webb,Texas,1,1,0,0.0000000,32.6326300,-97.0741800,2020-03-17 10:53 EDT
Rusk,Texas,1,1,0,0.0000000,31.7959100,-95.1499100,2020-03-17 10:53 EDT
Brazos,Texas,1,1,0,0.0000000,30.6604858,-96.3020730,2020-03-17 10:53 EDT
Montgomery,Pennsylvania,30,0,0,0.0000000,40.2108942,-75.3673638,2020-03-17 10:53 EDT
Philadelphia,Pennsylvania,10,2,0,0.0000000,39.9522200,-75.1621800,2020-03-17 10:53 EDT
Monroe,Pennsylvania,8,0,0,0.0000000,41.0581159,-75.3393979,2020-03-17 10:53 EDT
Delaware,Pennsylvania,7,0,0,0.0000000,39.9167251,-75.3989856,2020-03-17 10:53 EDT
Bucks,Pennsylvania,7,2,0,0.0000000,40.3369404,-75.1067941,2020-03-17 10:53 EDT
Chester,Pennsylvania,6,4,0,0.0000000,39.9732037,-75.7484515,2020-03-17 10:53 EDT
Allegheny,Pennsylvania,6,0,0,0.0000000,40.4508200,-80.0161500,2020-03-17 10:53 EDT
Cumberland,Pennsylvania,5,0,0,0.0000000,40.1636766,-77.2653807,2020-03-17 10:53 EDT
Wayne,Pennsylvania,1,0,0,0.0000000,41.6487880,-75.3032486,2020-03-17 10:53 EDT
Northampton,Pennsylvania,1,0,0,0.0000000,40.6836000,-75.4910800,2020-03-17 10:53 EDT
Pike,Pennsylvania,1,0,0,0.0000000,41.3320250,-75.0338235,2020-03-17 10:53 EDT
Washington,Pennsylvania,1,0,0,0.0000000,40.1675200,-80.2464800,2020-03-17 10:53 EDT
Lehigh,Pennsylvania,1,0,0,0.0000000,40.6126567,-75.5923206,2020-03-17 10:53 EDT
Luzerne,Pennsylvania,1,0,0,0.0000000,41.2866900,-75.9027200,2020-03-17 10:53 EDT
Beaver,Pennsylvania,1,1,0,0.0000000,40.6964000,-80.3019600,2020-03-17 10:53 EDT
Montgomery,Maryland,24,9,0,0.0000000,39.1363682,-77.2040317,2020-03-17 10:53 EDT
Prince George's,Maryland,14,4,0,0.0000000,38.8283862,-76.8458707,2020-03-17 10:53 EDT
Baltimore,Maryland,6,2,0,0.0000000,39.2905800,-76.6092600,2020-03-17 10:53 EDT
Howard,Maryland,4,0,0,0.0000000,39.2511278,-76.9312584,2020-03-17 10:53 EDT
Anne Arundel,Maryland,3,2,0,0.0000000,39.0088970,-76.6032863,2020-03-17 10:53 EDT
Harford,Maryland,2,0,0,0.0000000,39.5544404,-76.3158396,2020-03-17 10:53 EDT
Carroll,Maryland,2,1,0,0.0000000,39.5629588,-77.0224657,2020-03-17 10:53 EDT
Baltimore City,Maryland,2,1,0,0.0000000,39.3019413,-76.6111117,2020-03-17 10:53 EDT
Charles,Maryland,1,0,0,0.0000000,38.4741042,-77.0128671,2020-03-17 10:53 EDT
Talbot,Maryland,1,0,0,0.0000000,38.7592645,-76.1136695,2020-03-17 10:53 EDT
Frederick,Maryland,1,0,0,0.0000000,39.4157400,-77.4120300,2020-03-17 10:53 EDT
Oakland,Michigan,14,0,0,0.0000000,42.7421400,-83.1617400,2020-03-17 10:53 EDT
Wayne,Michigan,14,1,0,0.0000000,42.2851500,-83.3836000,2020-03-17 10:53 EDT
Washtenaw,Michigan,7,0,0,0.0000000,42.2532294,-83.8387763,2020-03-17 10:53 EDT
Macomb,Michigan,6,1,0,0.0000000,42.6956500,-82.9217100,2020-03-17 10:53 EDT
Kent,Michigan,5,0,0,0.0000000,43.0321620,-85.5492982,2020-03-17 10:53 EDT
Ingham,Michigan,3,2,0,0.0000000,42.5970924,-84.3735342,2020-03-17 10:53 EDT
St. Clair,Michigan,2,1,0,0.0000000,42.8318900,-82.5022100,2020-03-17 10:53 EDT
Montcalm,Michigan,1,0,0,0.0000000,43.3109547,-85.1525018,2020-03-17 10:53 EDT
Bay,Michigan,1,0,0,0.0000000,43.7073289,-83.9920371,2020-03-17 10:53 EDT
Charlevoix,Michigan,1,0,0,0.0000000,45.3165300,-85.2607200,2020-03-17 10:53 EDT
Monroe,Michigan,1,0,0,0.0000000,41.9160600,-83.3979000,2020-03-17 10:53 EDT
Ottawa,Michigan,1,0,0,0.0000000,42.9607123,-85.9951657,2020-03-17 10:53 EDT
Grand Traverse,Michigan,1,1,0,0.0000000,44.6686793,-85.5604762,2020-03-17 10:53 EDT
Otsego,Michigan,1,1,0,0.0000000,42.4605100,-85.6968500,2020-03-17 10:53 EDT
Hennepin,Minnesota,22,0,0,0.0000000,45.0057578,-93.4749321,2020-03-17 10:53 EDT
Ramsey,Minnesota,10,0,0,0.0000000,45.0181224,-93.0996168,2020-03-17 10:53 EDT
Dakota,Minnesota,5,0,0,0.0000000,44.6709807,-93.0666777,2020-03-17 10:53 EDT
Anoka,Minnesota,3,0,0,0.0000000,45.1983300,-93.3899700,2020-03-17 10:53 EDT
Olmsted,Minnesota,3,0,0,0.0000000,44.0037994,-92.4018182,2020-03-17 10:53 EDT
Stearns,Minnesota,3,0,0,0.0000000,45.5520968,-94.6137567,2020-03-17 10:53 EDT
Washington,Minnesota,2,0,0,0.0000000,45.0411011,-92.8833786,2020-03-17 10:53 EDT
Carver,Minnesota,1,0,0,0.0000000,44.7632500,-93.6252400,2020-03-17 10:53 EDT
Wright,Minnesota,1,0,0,0.0000000,45.1734420,-93.9635579,2020-03-17 10:53 EDT
Renville,Minnesota,1,0,0,0.0000000,44.7892100,-95.2124300,2020-03-17 10:53 EDT
Waseca,Minnesota,1,0,0,0.0000000,44.0780400,-93.5074200,2020-03-17 10:53 EDT
Blue earth,Minnesota,1,0,0,0.0000000,43.6415500,-94.0909400,2020-03-17 10:53 EDT
Benton,Minnesota,1,0,0,0.0000000,44.7760900,-93.7811300,2020-03-17 10:53 EDT
Davidson,Tennessee,25,0,0,0.0000000,36.1695608,-86.7847568,2020-03-17 10:53 EDT
Williamson,Tennessee,18,0,0,0.0000000,35.8938267,-86.8986396,2020-03-17 10:53 EDT
Shelby,Tennessee,2,0,0,0.0000000,31.9565600,-94.3182600,2020-03-17 10:53 EDT
Sullivan,Tennessee,1,0,0,0.0000000,36.5128018,-82.3044950,2020-03-17 10:53 EDT
Knox,Tennessee,1,0,0,0.0000000,35.9956069,-83.9346520,2020-03-17 10:53 EDT
Hamilton,Tennessee,1,0,0,0.0000000,35.1793204,-85.1668414,2020-03-17 10:53 EDT
