County_Name,State_Name,Confirmed,New,Death,New_Death,Fatality_Rate,Latitude,Longitude,Last_Update
New York,New York,269,115,3,2,0.0111524,40.7145500,-74.0071400,2020-03-15 16:23 EDT
Westchester,New York,178,20,0,0,0.0000000,41.1631976,-73.7560629,2020-03-15 16:23 EDT
Nassau,New York,79,28,0,0,0.0000000,40.7416523,-73.5889962,2020-03-15 16:23 EDT
Suffolk,New York,41,13,0,0,0.0000000,40.8773281,-72.8589804,2020-03-15 16:23 EDT
Rockland,New York,12,3,1,1,0.0833333,41.1523740,-74.0240103,2020-03-15 16:23 EDT
Albany,New York,11,7,0,0,0.0000000,42.6515500,-73.7552100,2020-03-15 16:23 EDT
Orange,New York,6,3,0,0,0.0000000,41.4020682,-74.3055957,2020-03-15 16:23 EDT
Ulster,New York,5,0,0,0,0.0000000,41.9598600,-73.9903300,2020-03-15 16:23 EDT
Dutchess,New York,4,1,0,0,0.0000000,41.7647751,-73.7428168,2020-03-15 16:23 EDT
Saratoga,New York,3,0,0,0,0.0000000,43.0697400,-73.6366100,2020-03-15 16:23 EDT
Erie,New York,3,3,0,0,0.0000000,42.7638212,-78.7322497,2020-03-15 16:23 EDT
Monroe,New York,2,0,0,0,0.0000000,43.1460428,-77.6967491,2020-03-15 16:23 EDT
Delaware,New York,1,0,0,0,0.0000000,42.1980433,-74.9663520,2020-03-15 16:23 EDT
Herkimer,New York,1,0,0,0,0.0000000,43.0259000,-74.9843300,2020-03-15 16:23 EDT
Schenectady,New York,1,0,0,0,0.0000000,42.8123800,-73.9412200,2020-03-15 16:23 EDT
Broome,New York,1,0,0,0,0.0000000,42.1602180,-75.8196459,2020-03-15 16:23 EDT
Tompkins,New York,1,1,0,0,0.0000000,42.4493350,-76.4706436,2020-03-15 16:23 EDT
Tioga,New York,1,1,0,0,0.0000000,42.0605700,-76.3451900,2020-03-15 16:23 EDT
King,Washington,387,59,35,3,0.0904393,47.4901181,-121.8043324,2020-03-15 16:23 EDT
Snohomish,Washington,154,21,4,0,0.0259740,47.9124000,-122.0930600,2020-03-15 16:23 EDT
Pierce,Washington,26,7,0,0,0.0000000,47.0227081,-122.1014408,2020-03-15 16:23 EDT
Island,Washington,6,3,0,0,0.0000000,48.1916094,-122.6650075,2020-03-15 16:23 EDT
Skagit,Washington,4,1,0,0,0.0000000,48.4793302,-121.7280802,2020-03-15 16:23 EDT
Yakima,Washington,4,2,0,0,0.0000000,46.6044800,-120.5072100,2020-03-15 16:23 EDT
Clark,Washington,3,0,0,0,0.0000000,45.7818733,-122.4812785,2020-03-15 16:23 EDT
