County Name,State Name,Confirmed,New,Death,New Death,Fatality Rate,Recovered,New Recovered,Latitude,Longitude,Last Update
Los Angeles,California,636190,0,8935,0,1.4%,19074,0,34.053490000000004,-118.24532,2020-12-22 20:20 EDT
San Bernardino,California,168307,4362,1387,12,0.8%,138574,4237,34.10524,-117.29412,2020-12-22 20:20 EDT
Riverside,California,150422,0,1753,0,1.2%,72008,0,33.98171,-117.37404,2020-12-22 20:20 EDT
Orange,California,130414,2233,1779,2,1.4%,75616,1576,33.78787,-117.85071,2020-12-22 20:20 EDT
San Diego,California,129717,0,1283,0,1.0%,1138,0,32.71568,-117.16171,2020-12-22 20:20 EDT
Kern,California,60260,1112,482,1,0.8%,19655,89,35.34281638,-118.7299395,2020-12-22 20:20 EDT
Sacramento,California,58001,919,786,12,1.4%,40937,1034,38.57944000000001,-121.49085,2020-12-22 20:20 EDT
Fresno,California,57616,0,557,0,1.0%,26742,0,36.74084000000001,-119.78552,2020-12-22 20:20 EDT
Santa Clara,California,57452,0,607,0,1.1%,178,0,37.35579,-121.95508999999998,2020-12-22 20:20 EDT
Alameda,California,43736,0,588,0,1.3%,0,0,37.76683,-122.2453,2020-12-22 20:20 EDT
San Joaquin,California,39304,740,592,4,1.5%,32730,880,37.93479557,-121.2713112,2020-12-22 20:20 EDT
Contra Costa,California,35788,466,298,0,0.8%,29035,587,37.91793732,-121.9259354,2020-12-22 20:20 EDT
Ventura,California,31407,0,210,0,0.7%,28188,0,34.28082,-119.29232,2020-12-22 20:20 EDT
Stanislaus,California,30549,0,533,0,1.7%,25795,0,37.55932622,-120.9976619,2020-12-22 20:20 EDT
Tulare,California,29364,0,354,0,1.2%,24020,0,36.20649,-119.34305,2020-12-22 20:20 EDT
Monterey,California,23827,245,180,2,0.8%,12653,22,36.21714603,-121.2390196,2020-12-22 20:20 EDT
San Mateo,California,21558,398,203,5,0.9%,0,0,37.54704,-122.31485,2020-12-22 20:20 EDT
San Francisco,California,20976,268,176,0,0.8%,520,0,37.77712,-122.41964,2020-12-22 20:20 EDT
Imperial,California,20895,107,400,4,1.9%,18639,114,32.84748,-115.56952,2020-12-22 20:20 EDT
Sonoma,California,17005,299,177,3,1.0%,10707,0,38.29188,-122.45728,2020-12-22 20:20 EDT
Merced,California,16760,0,223,0,1.3%,13349,0,37.19187429,-120.717739,2020-12-22 20:20 EDT
Solano,California,16224,0,94,0,0.6%,13824,0,38.27793363,-121.9272405,2020-12-22 20:20 EDT
Santa Barbara,California,14935,0,148,0,1.0%,13678,0,34.41938,-119.69905,2020-12-22 20:20 EDT
Kings,California,14786,0,104,0,0.7%,9769,0,36.07543071,-119.8153541,2020-12-22 20:20 EDT
Placer,California,11541,0,104,0,0.9%,8241,0,39.05913563,-120.7536328,2020-12-22 20:20 EDT
Marin,California,9133,0,136,0,1.5%,8110,0,38.07188727,-122.7195348,2020-12-22 20:20 EDT
San Luis Obispo,California,9061,258,65,5,0.7%,6930,21,35.28579000000001,-120.66275,2020-12-22 20:20 EDT
Madera,California,8995,0,111,0,1.2%,6253,0,36.96205,-120.06399,2020-12-22 20:20 EDT
Shasta,California,7290,0,68,0,0.9%,6863,0,40.59828,-122.49095,2020-12-22 20:20 EDT
Santa Cruz,California,7180,45,73,0,1.0%,5179,120,36.97424,-122.03098,2020-12-22 20:20 EDT
Yolo,California,7100,0,104,0,1.5%,4343,0,38.73431,-121.81279,2020-12-22 20:20 EDT
