County Name,State Name,Confirmed,New,Death,Fatality Rate,Latitude,Longitude,Last Update
New York,New York,463,134,7+2,1.5%,40.71455,-74.00714,2020-03-16 21:26 UTC
Westchester,New York,220,24,0,0%,40.84743,-73.85576,2020-03-16 21:26 UTC
Nassau,New York,109,11,0,0%,42.51642,-73.61126,2020-03-16 21:26 UTC
Suffolk,New York,74,27,2+2,2.7%,40.87732808,-72.85898036,2020-03-16 21:26 UTC
Rockland,New York,16,3,1,6.3%,41.94552,-74.91337,2020-03-16 21:26 UTC
Albany,New York,15,4,0,0%,42.65155,-73.75520999999998,2020-03-16 21:26 UTC
Monroe,New York,11,1,0,0%,41.32812,-74.18713000000002,2020-03-16 21:26 UTC
Orange,New York,11,5,0,0%,42.30562000000001,-77.04871,2020-03-16 21:26 UTC
Dutchess,New York,10,3,0,0%,41.76477515,-73.74281684,2020-03-16 21:26 UTC
Ulster,New York,7,2,0,0%,41.95986,-73.99033,2020-03-16 21:26 UTC
Erie,New York,7,0,0,0%,42.76382119,-78.73224973,2020-03-16 21:26 UTC
Saratoga,New York,5,2,0,0%,43.06974,-73.63661,2020-03-16 21:26 UTC
Schenectady,New York,4,2,0,0%,42.81238,-73.94122,2020-03-16 21:26 UTC
Tompkins,New York,2,1,0,0%,42.08529,-75.31598000000002,2020-03-16 21:26 UTC
Putnam,New York,2,0,0,0%,43.74654,-73.39724,2020-03-16 21:26 UTC
Greene,New York,2,0,0,0%,42.33177,-75.774,2020-03-16 21:26 UTC
Allegany,New York,2,0,0,0%,42.09225,-78.49725,2020-03-16 21:26 UTC
Delaware,New York,1,0,0,0%,41.75091,-74.95199000000002,2020-03-16 21:26 UTC
Herkimer,New York,1,0,0,0%,43.0259,-74.98433,2020-03-16 21:26 UTC
Broome,New York,1,0,0,0%,42.48801,-74.28177,2020-03-16 21:26 UTC
Tioga,New York,1,0,0,0%,42.06057,-76.34519,2020-03-16 21:26 UTC
Montgomery,New York,1,0,0,0%,41.52724,-74.23723000000003,2020-03-16 21:26 UTC
Onondaga,New York,1,1,0,0%,43.00487,-76.1836,2020-03-16 21:26 UTC
Ontario,New York,1,1,0,0%,43.22129000000007,-77.28495999999996,2020-03-16 21:26 UTC
King,Washington,420,0,37,8.8%,47.49011813,-121.8043324,2020-03-16 21:26 UTC
Snohomish,Washington,200,24,4,2%,47.9124,-122.09306,2020-03-16 21:26 UTC
Pierce,Washington,29,0,0,0%,46.63434,-119.44992,2020-03-16 21:26 UTC
Island,Washington,6,0,0,0%,48.19160936,-122.6650075,2020-03-16 21:26 UTC
Clark,Washington,4,1,0,0%,46.29828,-119.13716,2020-03-16 21:26 UTC
Skagit,Washington,4,0,0,0%,48.47933023,-121.7280802,2020-03-16 21:26 UTC
Yakima,Washington,4,0,0,0%,46.60448,-120.50721,2020-03-16 21:26 UTC
Grant,Washington,3,0,1,33.3%,45.08319,-92.90845,2020-03-16 21:26 UTC
Jefferson,Washington,3,0,0,0%,47.31013,-117.24575,2020-03-16 21:26 UTC
Kittitas,Washington,3,0,0,0%,46.98472,-120.41752,2020-03-16 21:26 UTC
Kitsap,Washington,3,0,0,0%,47.47496219,-122.6085325,2020-03-16 21:26 UTC
Whatcom,Washington,3,0,0,0%,48.82559702,-121.7174182,2020-03-16 21:26 UTC
Thurston,Washington,3,0,0,0%,46.91980578,-122.82986909999998,2020-03-16 21:26 UTC
Spokane,Washington,3,0,0,0%,47.65726,-117.41228,2020-03-16 21:26 UTC
Grays Harbor,Washington,1,0,0,0%,47.15055235,-123.7737432,2020-03-16 21:26 UTC
Columbia,Washington,1,0,0,0%,48.96722000000005,-122.16332999999996,2020-03-16 21:26 UTC
Lincoln,Washington,1,0,0,0%,35.94936,-94.42292,2020-03-16 21:26 UTC
Cowlitz,Washington,1,0,0,0%,46.45883,-122.84106,2020-03-16 21:26 UTC
Santa Clara,California,138,24,2,1.4%,37.35579,-121.95508999999998,2020-03-16 21:26 UTC
Los Angeles,California,94,25,1,1.1%,34.053490000000004,-118.24532,2020-03-16 21:26 UTC
San Mateo,California,41,10,1,2.4%,37.54704,-122.31485,2020-03-16 21:26 UTC
San Francisco,California,40,3,0,0%,37.77712,-122.41964,2020-03-16 21:26 UTC
San Diego,California,35,0,0,0%,32.71568,-117.16171,2020-03-16 21:26 UTC
Sacramento,California,32,0,1,3.1%,38.57944000000001,-121.49085,2020-03-16 21:26 UTC
Contra Costa,California,29,0,0,0%,37.91793732,-121.9259354,2020-03-16 21:26 UTC
Alameda,California,18,3,0,0%,37.76683,-122.2453,2020-03-16 21:26 UTC
Orange,California,17,0,0,0%,33.78787,-117.85071,2020-03-16 21:26 UTC
Riverside,California,15,1,0,0%,33.98171,-117.37404,2020-03-16 21:26 UTC
Santa Cruz,California,9,2,0,0%,36.97424,-122.03098,2020-03-16 21:26 UTC
Marin,California,9,0,0,0%,38.07188727,-122.7195348,2020-03-16 21:26 UTC
San Joaquin,California,8,0,0,0%,36.60725,-120.18831000000002,2020-03-16 21:26 UTC
Solano,California,7,0,0,0%,38.27793363,-121.9272405,2020-03-16 21:26 UTC
Sonoma,California,5,0,0,0%,38.29188,-122.45728,2020-03-16 21:26 UTC
Placer,California,5,0,1,20%,39.05913563,-120.7536328,2020-03-16 21:26 UTC
Ventura,California,4,0,0,0%,34.28082,-119.29232,2020-03-16 21:26 UTC
San Benito,California,3,0,0,0%,36.50506,-121.08332,2020-03-16 21:26 UTC
Stanislaus,California,3,1,0,0%,38.13554,-120.37484,2020-03-16 21:26 UTC
San Luis Obispo,California,3,1,0,0%,35.28579000000001,-120.66275,2020-03-16 21:26 UTC
Yolo,California,2,0,0,0%,38.73431,-121.81279,2020-03-16 21:26 UTC
Fresno,California,2,1,0,0%,36.74084000000001,-119.78552,2020-03-16 21:26 UTC
Calaveras,California,2,0,0,0%,38.20473567,-120.5540655,2020-03-16 21:26 UTC
Tulare,California,2,0,0,0%,36.20649,-119.34305,2020-03-16 21:26 UTC
Imperial,California,2,0,0,0%,32.84748,-115.56952,2020-03-16 21:26 UTC
Humboldt,California,1,0,0,0%,40.69879803,-123.8737147,2020-03-16 21:26 UTC
Madera,California,1,0,0,0%,36.96205,-120.06399,2020-03-16 21:26 UTC
