County Name,State Name,Confirmed,New,Death,Fatality Rate,Latitude,Longitude,Last Update
Klickitat,Washington,2,0,0,0%,45.87640914,-120.79203970000002,2020-03-20 11:53 EDT
Franklin,Washington,2,0,0,0%,38.553779999999996,-91.00092,2020-03-20 11:53 EDT
Benton,Washington,2,0,1,50%,46.24470273100008,-119.51478005999996,2020-03-20 11:53 EDT
Grays Harbor,Washington,1,0,0,0%,47.15055235,-123.7737432,2020-03-20 11:53 EDT
Columbia,Washington,1,0,0,0%,46.29757684,-117.90786340000001,2020-03-20 11:53 EDT
Lincoln,Washington,1,0,0,0%,47.57305061,-118.4177041,2020-03-20 11:53 EDT
Cowlitz,Washington,1,0,0,0%,46.19454048,-122.67832720000001,2020-03-20 11:53 EDT
Lewis,Washington,1,0,0,0%,46.57779491,-122.39291580000001,2020-03-20 11:53 EDT
Mason,Washington,1,0,0,0%,38.61504,-83.80988,2020-03-20 11:53 EDT
Los Angeles,California,231,0,2,0.9%,34.053490000000004,-118.24531999999999,2020-03-20 11:53 EDT
Santa Clara,California,189,0,6,3.2%,37.35579,-121.95508999999998,2020-03-20 11:53 EDT
San Diego,California,101,0,0,0%,32.71568,-117.16171000000001,2020-03-20 11:53 EDT
San Mateo,California,89,0,1,1.1%,37.54704,-122.31485,2020-03-20 11:53 EDT
San Francisco,California,70,0,0,0%,37.777120000000004,-122.41963999999999,2020-03-20 11:53 EDT
Orange,California,53,0,0,0%,33.78787,-117.85071,2020-03-20 11:53 EDT
Sacramento,California,45,0,3,6.7%,38.57944000000001,-121.49085,2020-03-20 11:53 EDT
Contra Costa,California,41,0,0,0%,37.91793732,-121.9259354,2020-03-20 11:53 EDT
Alameda,California,38,0,0,0%,37.76683,-122.2453,2020-03-20 11:53 EDT
Marin,California,25,0,0,0%,38.07188727,-122.7195348,2020-03-20 11:53 EDT
Riverside,California,22,0,3,13.6%,33.98171,-117.37404,2020-03-20 11:53 EDT
San Joaquin,California,17,0,2,11.8%,37.93479557,-121.2713112,2020-03-20 11:53 EDT
Ventura,California,17,0,0,0%,34.28082,-119.29231999999999,2020-03-20 11:53 EDT
Santa Cruz,California,14,0,0,0%,36.97424,-122.03098,2020-03-20 11:53 EDT
San Luis Obispo,California,13,0,0,0%,35.28579000000001,-120.66275,2020-03-20 11:53 EDT
Placer,California,9,0,1,11.1%,39.05913563,-120.75363279999999,2020-03-20 11:53 EDT
Solano,California,8,0,0,0%,38.27793363,-121.9272405,2020-03-20 11:53 EDT
Santa Barbara,California,8,0,0,0%,34.41938,-119.69905,2020-03-20 11:53 EDT
Tulare,California,7,0,0,0%,36.20649,-119.34305,2020-03-20 11:53 EDT
San Benito,California,5,0,1,20%,36.50506,-121.08332,2020-03-20 11:53 EDT
Yolo,California,5,0,0,0%,38.73431,-121.81278999999999,2020-03-20 11:53 EDT
Stanislaus,California,5,0,0,0%,37.55932622,-120.9976619,2020-03-20 11:53 EDT
San Bernardino,California,5,0,0,0%,34.10524,-117.29411999999999,2020-03-20 11:53 EDT
Imperial,California,4,0,0,0%,32.84748,-115.56952,2020-03-20 11:53 EDT
Kern,California,4,0,0,0%,35.34281638,-118.7299395,2020-03-20 11:53 EDT
Monterey,California,4,0,0,0%,36.21714603,-121.2390196,2020-03-20 11:53 EDT
Madera,California,3,0,0,0%,36.96205,-120.06398999999999,2020-03-20 11:53 EDT
Fresno,California,3,0,0,0%,36.74084000000001,-119.78551999999999,2020-03-20 11:53 EDT
Calaveras,California,2,0,0,0%,38.20473567,-120.55406550000001,2020-03-20 11:53 EDT
Humboldt,California,1,0,0,0%,40.69879803,-123.87371470000001,2020-03-20 11:53 EDT
Shasta,California,1,0,0,0%,40.598279999999995,-122.49095,2020-03-20 11:53 EDT
Nevada,California,1,0,0,0%,39.2616,-121.0161,2020-03-20 11:53 EDT
Mendocino,California,1,0,0,0%,39.44024062600005,-123.39127840499998,2020-03-20 11:53 EDT
Bergen,New Jersey,195,0,2,1%,40.95949149,-74.074442,2020-03-20 11:53 EDT
Middlesex,New Jersey,64,0,0,0%,40.57936,-74.50067,2020-03-20 11:53 EDT
Essex,New Jersey,63,0,1,1.6%,40.78779259,-74.24760059,2020-03-20 11:53 EDT
Hudson,New Jersey,55,0,1,1.8%,40.74034231,-74.07410970000002,2020-03-20 11:53 EDT
Monmouth,New Jersey,43,0,1,2.3%,40.2600411,-74.22194634,2020-03-20 11:53 EDT
Passaic,New Jersey,38,0,0,0%,40.86034,-74.12374,2020-03-20 11:53 EDT
Ocean,New Jersey,33,0,0,0%,39.90927434,-74.2969653,2020-03-20 11:53 EDT
Union,New Jersey,29,0,0,0%,40.69635,-74.26957,2020-03-20 11:53 EDT
Morris,New Jersey,26,0,0,0%,40.86201902,-74.5442741,2020-03-20 11:53 EDT
Somerset,New Jersey,21,0,0,0%,40.49859,-74.52249,2020-03-20 11:53 EDT
Mercer,New Jersey,20,0,0,0%,40.28331911,-74.70157374,2020-03-20 11:53 EDT
Burlington,New Jersey,14,0,0,0%,40.07687,-74.85775,2020-03-20 11:53 EDT
Camden,New Jersey,13,0,0,0%,39.94525,-75.11913,2020-03-20 11:53 EDT
Hunterdon,New Jersey,8,0,0,0%,40.56725317,-74.91217921,2020-03-20 11:53 EDT
Warren,New Jersey,3,0,0,0%,40.85732358,-74.997063,2020-03-20 11:53 EDT
Atlantic,New Jersey,3,0,0,0%,39.4806564,-74.67264306,2020-03-20 11:53 EDT
Gloucester,New Jersey,2,0,0,0%,39.71720107,-75.14164366,2020-03-20 11:53 EDT
Sussex,New Jersey,2,0,0,0%,41.13934496100006,-74.69067761999997,2020-03-20 11:53 EDT
Gloucester,New Jersey,1,0,0,0%,39.71720107,-75.14164366,2020-03-20 11:53 EDT
Cape May,New Jersey,1,0,0,0%,38.93547000000007,-74.92136999999997,2020-03-20 11:53 EDT
Broward,Florida,124,28,1,0.8%,26.15224542,-80.48705340000002,2020-03-20 11:53 EDT
Dade,Florida,113,12,0,0%,25.778853749940104,-80.17996506156744,2020-03-20 11:53 EDT
Palm Beach,Florida,34,5,0,0%,26.70288,-80.03661,2020-03-20 11:53 EDT
Hillsborough,Florida,30,10,0,0%,27.93023096,-82.30785534,2020-03-20 11:53 EDT
Collier,Florida,24,6,0,0%,26.11625563,-81.34013334,2020-03-20 11:53 EDT
Orange,Florida,22,3,2,9.1%,41.33141,-74.35667,2020-03-20 11:53 EDT
Pinellas,Florida,21,5,0,0%,27.9313392,-82.72194025,2020-03-20 11:53 EDT
Alachua,Florida,15,4,0,0%,29.79309000000001,-82.49428,2020-03-20 11:53 EDT
Duval,Florida,15,0,0,0%,30.47844000000001,-81.62557,2020-03-20 11:53 EDT
Lee,Florida,13,2,1,7.7%,26.57965162,-81.82468531,2020-03-20 11:53 EDT
Osceola,Florida,13,0,0,0%,28.06812578,-81.14519655,2020-03-20 11:53 EDT
Manatee,Florida,9,0,1,11.1%,27.49643,-82.53954,2020-03-20 11:53 EDT
Volusia,Florida,9,0,0,0%,29.169340000000002,-81.52251,2020-03-20 11:53 EDT
Seminole,Florida,8,0,0,0%,28.71700144,-81.23632262,2020-03-20 11:53 EDT
Sarasota,Florida,8,2,0,0%,27.33889000000001,-82.53886999999997,2020-03-20 11:53 EDT
Pasco,Florida,7,2,0,0%,28.32453,-82.33624,2020-03-20 11:53 EDT
Polk,Florida,7,3,0,0%,27.94887824,-81.69776009,2020-03-20 11:53 EDT
Okaloosa,Florida,6,1,0,0%,30.70702353,-86.59650821,2020-03-20 11:53 EDT
St. Johns,Florida,5,1,0,0%,30.120509999999996,-81.62536,2020-03-20 11:53 EDT
Leon,Florida,4,0,1,25%,30.45796803,-84.27794359,2020-03-20 11:53 EDT
Clay,Florida,4,0,2,50%,29.98305516,-81.85778209,2020-03-20 11:53 EDT
Brevard,Florida,4,1,0,0%,28.29348419,-80.73235631,2020-03-20 11:53 EDT
Hernando,Florida,4,0,0,0%,28.55250380800004,-82.41938995699995,2020-03-20 11:53 EDT
Citrus,Florida,3,0,0,0%,28.850778899999998,-82.46594866,2020-03-20 11:53 EDT
Lake,Florida,3,0,0,0%,28.76261973,-81.71155351,2020-03-20 11:53 EDT
Santa Rosa,Florida,2,0,1,50%,30.73147611,-87.01761385,2020-03-20 11:53 EDT
Charlotte,Florida,2,1,0,0%,26.90848328,-81.90343918,2020-03-20 11:53 EDT
Sumter,Florida,2,0,0,0%,28.70474449,-82.0809939,2020-03-20 11:53 EDT
Indian River,Florida,2,1,0,0%,27.694396501000032,-80.60612987299999,2020-03-20 11:53 EDT
Gadsden,Florida,1,0,0,0%,30.57948492,-84.61351742,2020-03-20 11:53 EDT
Nassau,Florida,1,0,0,0%,30.61077673,-81.80173997,2020-03-20 11:53 EDT
Escambia,Florida,1,0,0,0%,30.70048478,-87.37722154,2020-03-20 11:53 EDT
Walton,Florida,1,0,0,0%,30.65939599,-86.16268062,2020-03-20 11:53 EDT
Jackson,Florida,1,0,0,0%,30.79572969800006,-85.21834955899999,2020-03-20 11:53 EDT
Martin,Florida,1,0,0,0%,27.088097283000025,-80.38317334499997,2020-03-20 11:53 EDT
Orleans,Louisiana,299,50,8,2.7%,30.03843182,-89.90055149,2020-03-20 11:53 EDT
Jefferson,Louisiana,90,21,1,1.1%,29.9596,-90.17182,2020-03-20 11:53 EDT
Caddo,Louisiana,13,3,0,0%,32.75632,-93.97374,2020-03-20 11:53 EDT
St. Tammany,Louisiana,10,0,0,0%,30.39408,-89.89506999999998,2020-03-20 11:53 EDT
East Baton Rouge,Louisiana,7,1,0,0%,30.53926541,-91.09217012,2020-03-20 11:53 EDT
Lafayette,Louisiana,7,4,0,0%,30.206788222000057,-92.06389372499996,2020-03-20 11:53 EDT
Lafourche,Louisiana,5,1,0,0%,29.765290000000004,-90.76881,2020-03-20 11:53 EDT
St. Charles,Louisiana,5,1,0,0%,29.905279800000002,-90.3824403,2020-03-20 11:53 EDT
St. Bernard,Louisiana,5,1,0,0%,29.86715,-89.85868,2020-03-20 11:53 EDT
Terrebonne,Louisiana,4,0,0,0%,29.43006669,-90.87546183,2020-03-20 11:53 EDT
Bossier,Louisiana,4,0,0,0%,32.67886191,-93.60531071,2020-03-20 11:53 EDT
St. John the Baptist,Louisiana,4,1,0,0%,30.07866499,-90.54541322,2020-03-20 11:53 EDT
Calcasieu,Louisiana,3,2,0,0%,30.22969920200007,-93.357998921,2020-03-20 11:53 EDT
Ascension,Louisiana,2,0,0,0%,30.20549338,-90.90885829999999,2020-03-20 11:53 EDT
Washington,Louisiana,2,0,0,0%,30.85339216,-90.04050446,2020-03-20 11:53 EDT
West Baton Rouge,Louisiana,2,0,0,0%,30.450190000000077,-91.20510999999999,2020-03-20 11:53 EDT
St. Landry,Louisiana,2,0,0,0%,30.84436000000005,-92.25789999999996,2020-03-20 11:53 EDT
St. James,Louisiana,1,0,1,100%,30.418250000000054,-91.09344,2020-03-20 11:53 EDT
Plaquemines,Louisiana,1,0,0,0%,29.483275079000066,-89.65255639899998,2020-03-20 11:53 EDT
Acadia,Louisiana,1,0,0,0%,30.29050870500004,-92.41197696399996,2020-03-20 11:53 EDT
Assumption,Louisiana,1,0,0,0%,29.90081580200007,-91.06259176899994,2020-03-20 11:53 EDT
Iberia,Louisiana,1,0,0,0%,29.898011199999996,-91.72954301,2020-03-20 11:53 EDT
Iberville,Louisiana,1,0,0,0%,30.25861183000007,-91.35399609099994,2020-03-20 11:53 EDT
Livingston,Louisiana,1,0,0,0%,30.450238835000054,-90.73914828299995,2020-03-20 11:53 EDT
Rapides,Louisiana,1,0,0,0%,31.198439239000038,-92.53308594799995,2020-03-20 11:53 EDT
Webster,Louisiana,1,0,0,0%,32.713590190000055,-93.33509248999997,2020-03-20 11:53 EDT
Cook,Illinois,278,0,2,0.7%,41.84014932,-87.81682325,2020-03-20 11:53 EDT
DuPage,Illinois,54,0,0,0%,41.85194049,-88.08561127,2020-03-20 11:53 EDT
Lake,Illinois,37,0,0,0%,42.32327645,-88.00353452,2020-03-20 11:53 EDT
Will,Illinois,9,0,1,11.1%,41.44505655,-87.97865231,2020-03-20 11:53 EDT
Kane,Illinois,6,0,0,0%,41.93887565,-88.42863925,2020-03-20 11:53 EDT
McHenry,Illinois,6,0,0,0%,42.326209999999996,-88.26731,2020-03-20 11:53 EDT
Sangamon,Illinois,4,0,1,25%,39.75815792,-89.65888740000004,2020-03-20 11:53 EDT
St. Clair,Illinois,3,0,0,0%,38.46996471,-89.92749975,2020-03-20 11:53 EDT
Clinton,Illinois,3,0,0,0%,40.1536,-88.9645,2020-03-20 11:53 EDT
Peoria,Illinois,3,0,0,0%,40.69236,-89.58799,2020-03-20 11:53 EDT
Woodford,Illinois,2,0,0,0%,40.84437,-89.02781,2020-03-20 11:53 EDT
Cumberland,Illinois,1,0,0,0%,39.27332831,-88.24016822,2020-03-20 11:53 EDT
Champaign,Illinois,1,0,0,0%,40.1142,-88.2435,2020-03-20 11:53 EDT
Winnebago,Illinois,1,0,0,0%,42.265679999999996,-89.24139,2020-03-20 11:53 EDT
Whiteside,Illinois,1,0,0,0%,41.75533495,-89.91231676,2020-03-20 11:53 EDT
Madison,Illinois,1,0,0,0%,38.83006224,-89.9017802,2020-03-20 11:53 EDT
Kendall,Illinois,1,0,0,0%,41.59058793,-88.42880574,2020-03-20 11:53 EDT
Jackson,Illinois,1,0,0,0%,37.78549498,-89.38103883,2020-03-20 11:53 EDT
Williamson,Illinois,1,0,0,0%,37.73016812,-88.92990905,2020-03-20 11:53 EDT
Kankakee,Illinois,1,0,0,0%,41.137714175000035,-87.86181763199993,2020-03-20 11:53 EDT
LaSalle,Illinois,1,0,0,0%,41.344007436000034,-88.88594642199995,2020-03-20 11:53 EDT
Washington,Illinois,1,0,0,0%,38.352253931000064,-89.41049152099998,2020-03-20 11:53 EDT
Adams,Illinois,1,0,0,0%,39.987796014000025,-91.18448433099995,2020-03-20 11:53 EDT
McLean,Illinois,1,0,0,0%,40.49087609700007,-88.84731520699995,2020-03-20 11:53 EDT
Oakland,Michigan,105,0,0,0%,42.74214,-83.16174000000002,2020-03-20 11:53 EDT
Detroit City,Michigan,75,0,2,2.7%,42.38309000000004,-83.10214999999994,2020-03-20 11:53 EDT
Macomb,Michigan,55,0,0,0%,42.69565,-82.92171,2020-03-20 11:53 EDT
Wayne,Michigan,44,0,1,2.3%,42.28515,-83.3836,2020-03-20 11:53 EDT
Washtenaw,Michigan,14,0,0,0%,42.25322942,-83.83877634,2020-03-20 11:53 EDT
Kent,Michigan,7,0,0,0%,43.03216204,-85.54929822,2020-03-20 11:53 EDT
Ingham,Michigan,6,0,0,0%,42.59709245,-84.37353421,2020-03-20 11:53 EDT
St. Clair,Michigan,4,0,0,0%,42.83189,-82.50220999999998,2020-03-20 11:53 EDT
Monroe,Michigan,2,0,0,0%,41.916059999999995,-83.3979,2020-03-20 11:53 EDT
Eaton,Michigan,2,0,0,0%,42.596074929000046,-84.83832067399999,2020-03-20 11:53 EDT
Montcalm,Michigan,1,0,0,0%,43.31095473,-85.1525018,2020-03-20 11:53 EDT
Bay,Michigan,1,0,0,0%,43.70732889,-83.99203709,2020-03-20 11:53 EDT
Charlevoix,Michigan,1,0,0,0%,45.31653,-85.26071999999998,2020-03-20 11:53 EDT
Ottawa,Michigan,1,0,0,0%,42.96071229,-85.99516567,2020-03-20 11:53 EDT
Leelanau,Michigan,1,0,0,0%,44.93849073,-85.81182341,2020-03-20 11:53 EDT
Otsego,Michigan,1,0,0,0%,42.4606,-85.6964,2020-03-20 11:53 EDT
Jackson,Michigan,1,0,0,0%,42.24848235,-84.42344983,2020-03-20 11:53 EDT
Clinton,Michigan,1,0,0,0%,42.94365425900003,-84.60151415799999,2020-03-20 11:53 EDT
Livingston,Michigan,1,0,0,0%,42.60291818300004,-83.91152404099995,2020-03-20 11:53 EDT
Midland,Michigan,1,0,0,0%,43.646864899000036,-84.38811027199995,2020-03-20 11:53 EDT
Middlesex,Massachusetts,119,0,0,0%,42.48559407,-71.3917913,2020-03-20 11:53 EDT
Suffolk,Massachusetts,72,0,0,0%,42.33189157,-71.07537429,2020-03-20 11:53 EDT
Norfolk,Massachusetts,52,0,0,0%,42.119409999999995,-71.33083,2020-03-20 11:53 EDT
Essex,Massachusetts,19,0,0,0%,42.632509999999996,-70.78113,2020-03-20 11:53 EDT
Berkshire,Massachusetts,18,0,0,0%,42.51105,-73.19426,2020-03-20 11:53 EDT
Worcester,Massachusetts,14,0,0,0%,42.26341,-71.80219,2020-03-20 11:53 EDT
Bristol,Massachusetts,6,0,0,0%,41.79836956,-71.11428121,2020-03-20 11:53 EDT
Barnstable,Massachusetts,5,0,0,0%,41.70194,-70.30442,2020-03-20 11:53 EDT
Plymouth,Massachusetts,5,0,0,0%,41.92808,-70.6568,2020-03-20 11:53 EDT
Hampden,Massachusetts,3,0,0,0%,42.064613,-72.422,2020-03-20 11:53 EDT
Franklin,Massachusetts,1,0,0,0%,42.58654867,-72.59777313,2020-03-20 11:53 EDT
Hampshire,Massachusetts,1,0,0,0%,42.340271495000025,-72.66940388099994,2020-03-20 11:53 EDT
Dallas,Texas,59,0,1,1.7%,32.778220000000005,-96.79512,2020-03-20 11:53 EDT
Travis,Texas,41,0,0,0%,30.33462266,-97.78218981,2020-03-20 11:53 EDT
Harris,Texas,35,0,1,2.9%,29.85762795,-95.39311138,2020-03-20 11:53 EDT
Bexar,Texas,29,0,0,0%,29.44892069,-98.52000770000001,2020-03-20 11:53 EDT
Fort Bend,Texas,19,0,0,0%,29.52745252,-95.77065084,2020-03-20 11:53 EDT
Tarrant,Texas,19,0,1,5.3%,32.8173,-97.07655,2020-03-20 11:53 EDT
Collin,Texas,18,0,1,5.6%,33.1968,-96.80393000000001,2020-03-20 11:53 EDT
Montgomery,Texas,9,0,0,0%,30.38862,-95.69633,2020-03-20 11:53 EDT
Denton,Texas,9,0,0,0%,33.216590000000004,-97.13162,2020-03-20 11:53 EDT
Williamson,Texas,8,0,0,0%,30.64806761,-97.60077209,2020-03-20 11:53 EDT
McLennan,Texas,7,0,0,0%,31.55234029,-97.20180587,2020-03-20 11:53 EDT
El Paso,Texas,6,0,0,0%,31.759159999999998,-106.48749,2020-03-20 11:53 EDT
Bell,Texas,6,0,0,0%,31.03765881,-97.47807382,2020-03-20 11:53 EDT
Hays,Texas,6,1,0,0%,30.1227,-97.8722,2020-03-20 11:53 EDT
Smith,Texas,5,0,0,0%,32.37505601,-95.26910259,2020-03-20 11:53 EDT
Brazoria,Texas,5,1,0,0%,29.049709999999997,-95.56200000000001,2020-03-20 11:53 EDT
Galveston,Texas,4,0,0,0%,29.29532,-94.80790999999999,2020-03-20 11:53 EDT
Brazos,Texas,4,0,0,0%,30.66048584,-96.30207301,2020-03-20 11:53 EDT
Matagorda,Texas,3,0,1,33.3%,28.691229999999997,-95.96755,2020-03-20 11:53 EDT
Lubbock,Texas,3,0,0,0%,33.61019304,-101.8204416,2020-03-20 11:53 EDT
Wichita,Texas,3,0,0,0%,33.98410156,-98.70169462,2020-03-20 11:53 EDT
Randall,Texas,2,0,0,0%,34.965964609000025,-101.89688797099994,2020-03-20 11:53 EDT
Gregg,Texas,1,0,0,0%,32.48062462,-94.81699103,2020-03-20 11:53 EDT
Lavaca,Texas,1,0,0,0%,29.38432888,-96.93010975,2020-03-20 11:53 EDT
Bowie,Texas,1,0,0,0%,33.559,-97.8486,2020-03-20 11:53 EDT
Webb,Texas,1,0,0,0%,27.7925,-99.4228,2020-03-20 11:53 EDT
Rusk,Texas,1,0,0,0%,31.796,-95.1502,2020-03-20 11:53 EDT
Ellis,Texas,1,0,0,0%,32.34839289,-96.79460418,2020-03-20 11:53 EDT
Johnson,Texas,1,0,0,0%,32.37899029,-97.36641179,2020-03-20 11:53 EDT
Comal,Texas,1,0,0,0%,29.80818438,-98.2781952,2020-03-20 11:53 EDT
Grimes,Texas,1,0,0,0%,30.54365581,-95.98530182,2020-03-20 11:53 EDT
Fannin,Texas,1,0,0,0%,33.59309617,-96.10695931,2020-03-20 11:53 EDT
Jefferson,Texas,1,0,0,0%,29.88366401,-94.16922753,2020-03-20 11:53 EDT
DeWitt,Texas,1,0,0,0%,29.08205895,-97.3568176,2020-03-20 11:53 EDT
Brown,Texas,1,0,0,0%,31.77427489,-98.99985028,2020-03-20 11:53 EDT
Van Zandt,Texas,1,0,0,0%,32.56229951,-95.83587208,2020-03-20 11:53 EDT
Crane,Texas,1,0,0,0%,31.428466490000066,-102.51556836199995,2020-03-20 11:53 EDT
Lamar,Texas,1,0,0,0%,33.66742105700007,-95.570870793,2020-03-20 11:53 EDT
Midland,Texas,1,0,0,0%,31.869324986000038,-102.031452254,2020-03-20 11:53 EDT
Cameron,Texas,1,0,0,0%,26.13597462,-97.52423968,2020-03-20 11:53 EDT
Castro,Texas,1,0,0,0%,34.529994591000055,-102.26167029399994,2020-03-20 11:53 EDT
Oldham,Texas,1,0,0,0%,35.40495423000005,-102.60288991,2020-03-20 11:53 EDT
Fulton,Georgia,66,0,2,3%,33.79024066,-84.46711002,2020-03-20 11:53 EDT
Cobb,Georgia,37,0,1,2.7%,33.9414802,-84.57663741,2020-03-20 11:53 EDT
Bartow,Georgia,26,0,0,0%,34.23764397,-84.84072940000001,2020-03-20 11:53 EDT
DeKalb,Georgia,22,0,0,0%,33.77153731,-84.22646531,2020-03-20 11:53 EDT
Dougherty,Georgia,21,0,4,19%,31.53332494,-84.21629439,2020-03-20 11:53 EDT
Cherokee,Georgia,16,0,0,0%,34.24398966,-84.47624414,2020-03-20 11:53 EDT
Gwinnett,Georgia,12,0,0,0%,33.96118879,-84.0235873,2020-03-20 11:53 EDT
Fayette,Georgia,10,0,1,10%,33.413909100000005,-84.49427247,2020-03-20 11:53 EDT
Lowndes,Georgia,8,0,0,0%,30.83362831,-83.26769554,2020-03-20 11:53 EDT
Clarke,Georgia,8,0,0,0%,33.95110572,-83.36741217,2020-03-20 11:53 EDT
Floyd,Georgia,6,0,1,16.7%,34.26324245,-85.21452762,2020-03-20 11:53 EDT
Clayton,Georgia,6,0,0,0%,33.54197299,-84.35769948,2020-03-20 11:53 EDT
Hall,Georgia,5,0,0,0%,34.32041152,-83.81043541,2020-03-20 11:53 EDT
Lee,Georgia,3,0,0,0%,31.77959716,-84.14088023,2020-03-20 11:53 EDT
Gordon,Georgia,3,0,0,0%,34.50319646,-84.87587883,2020-03-20 11:53 EDT
Coweta,Georgia,3,0,0,0%,33.35360269,-84.76336691,2020-03-20 11:53 EDT
Henry,Georgia,3,0,0,0%,33.45301628,-84.15426282,2020-03-20 11:53 EDT
Newton,Georgia,3,0,0,0%,33.55500659,-83.8502182,2020-03-20 11:53 EDT
Forsyth,Georgia,3,0,0,0%,34.22493225,-84.13349923,2020-03-20 11:53 EDT
