County Name,State Name,Confirmed,New,Death,New Death,Fatality Rate,Recovered,New Recovered,Latitude,Longitude,Last Update
Los Angeles,California,401448,5569,7656,17,1.9%,14378,173,34.053490000000004,-118.24532,2020-11-30 21:30 EDT
San Bernardino,California,93019,0,1129,0,1.2%,83281,0,34.10524,-117.29412,2020-11-30 21:30 EDT
Riverside,California,82286,0,1437,0,1.7%,66702,0,33.98171,-117.37404,2020-11-30 21:30 EDT
San Diego,California,81084,1066,997,0,1.2%,1138,0,32.71568,-117.16171,2020-11-30 21:30 EDT
Orange,California,78553,734,1577,0,2.0%,59783,382,33.78787,-117.85071,2020-11-30 21:30 EDT
Kern,California,41957,130,448,0,1.1%,18396,7,35.34281638,-118.7299395,2020-11-30 21:30 EDT
Fresno,California,37994,0,481,0,1.3%,23365,0,36.74084000000001,-119.78552,2020-11-30 21:30 EDT
Sacramento,California,37884,1254,581,5,1.5%,29132,868,38.57944000000001,-121.49085,2020-11-30 21:30 EDT
Santa Clara,California,34292,0,476,0,1.4%,178,0,37.35579,-121.95508999999998,2020-11-30 21:30 EDT
Alameda,California,29668,552,512,1,1.7%,0,0,37.76683,-122.2453,2020-11-30 21:30 EDT
San Joaquin,California,25675,0,502,0,2.0%,23119,0,37.93479557,-121.2713112,2020-11-30 21:30 EDT
Contra Costa,California,24475,200,261,0,1.1%,21695,106,37.91793732,-121.9259354,2020-11-30 21:30 EDT
Stanislaus,California,21714,129,424,0,2.0%,19549,133,37.55932622,-120.9976619,2020-11-30 21:30 EDT
Tulare,California,20913,363,312,4,1.5%,19013,264,36.20649,-119.34305,2020-11-30 21:30 EDT
Ventura,California,18394,0,175,0,1.0%,15882,0,34.28082,-119.29232,2020-11-30 21:30 EDT
Imperial,California,16272,410,356,0,2.2%,14775,641,32.84748,-115.56952,2020-11-30 21:30 EDT
San Francisco,California,15522,105,160,0,1.0%,520,0,37.77712,-122.41964,2020-11-30 21:30 EDT
Monterey,California,15189,100,122,0,0.8%,11000,0,36.21714603,-121.2390196,2020-11-30 21:30 EDT
San Mateo,California,14458,310,170,0,1.2%,0,0,37.54704,-122.31485,2020-11-30 21:30 EDT
Sonoma,California,12198,149,157,0,1.3%,10010,385,38.29188,-122.45728,2020-11-30 21:30 EDT
Merced,California,11537,0,179,0,1.6%,9996,0,37.19187429,-120.717739,2020-11-30 21:30 EDT
Kings,California,11270,177,87,0,0.8%,8443,17,36.07543071,-119.8153541,2020-11-30 21:30 EDT
Santa Barbara,California,11205,0,135,0,1.2%,10678,0,34.41938,-119.69905,2020-11-30 21:30 EDT
Solano,California,10036,0,81,0,0.8%,8979,0,38.27793363,-121.9272405,2020-11-30 21:30 EDT
Marin,California,7777,22,129,0,1.7%,7275,9,38.07188727,-122.7195348,2020-11-30 21:30 EDT
Placer,California,6354,0,68,0,1.1%,5276,0,39.05913563,-120.7536328,2020-11-30 21:30 EDT
San Luis Obispo,California,6129,0,36,0,0.6%,5130,0,35.28579000000001,-120.66275,2020-11-30 21:30 EDT
Madera,California,6047,0,85,0,1.4%,5133,0,36.96205,-120.06399,2020-11-30 21:30 EDT
Yolo,California,4827,91,76,1,1.6%,42,0,38.73431,-121.81279,2020-11-30 21:30 EDT
Shasta,California,4718,0,47,0,1.0%,4230,0,40.59828,-122.49095,2020-11-30 21:30 EDT
Santa Cruz,California,4529,105,28,0,0.6%,3412,92,36.97424,-122.03098,2020-11-30 21:30 EDT
Butte,California,3853,0,59,0,1.5%,3450,0,39.66709143,-121.600911,2020-11-30 21:30 EDT
Sutter,California,3332,0,16,0,0.5%,2609,0,39.03467539,-121.6948457,2020-11-30 21:30 EDT
Napa,California,2931,0,16,0,0.5%,1889,0,38.50647693,-122.3306091,2020-11-30 21:30 EDT
El Dorado,California,2315,0,4,0,0.2%,1579,0,38.68217,-120.84683,2020-11-30 21:30 EDT
Yuba,California,2036,0,10,0,0.5%,1643,0,39.26918299,-121.3512653,2020-11-30 21:30 EDT
San Benito,California,1880,15,16,0,0.9%,1710,17,36.50506,-121.08332,2020-11-30 21:30 EDT
Lassen,California,1773,0,3,0,0.2%,851,0,40.68244754,-120.60036909999998,2020-11-30 21:30 EDT
Tehama,California,1589,0,25,0,1.6%,1258,0,40.12569694,-122.2339153,2020-11-30 21:30 EDT
Mendocino,California,1580,10,23,0,1.5%,1360,10,39.44024063,-123.3912784,2020-11-30 21:30 EDT
Nevada,California,1183,0,9,0,0.8%,867,0,39.2616,-121.0161,2020-11-30 21:30 EDT
Tuolumne,California,1035,54,8,0,0.8%,807,176,38.02764367,-119.9546536,2020-11-30 21:30 EDT
Lake,California,886,0,19,0,2.1%,800,0,39.10265343,-122.7508974,2020-11-30 21:30 EDT
Glenn,California,884,0,8,0,0.9%,805,0,39.59827984,-122.392389,2020-11-30 21:30 EDT
