County Name,State Name,Confirmed,New,Death,New Death,Fatality Rate,Recovered,New Recovered,Latitude,Longitude,Last Update
Los Angeles,California,313606,1762,7118,21,2.3%,12688,63,34.053490000000004,-118.24531999999999,2020-11-04 19:50 EDT
Riverside,California,69827,420,1329,5,1.9%,62009,279,33.98171,-117.37404,2020-11-04 19:50 EDT
San Bernardino,California,66656,659,1088,9,1.6%,62773,495,34.10524,-117.29411999999999,2020-11-04 19:50 EDT
Orange,California,60841,237,1491,7,2.5%,54170,236,33.78787,-117.85071,2020-11-04 19:50 EDT
San Diego,California,57702,0,901,0,1.6%,1138,0,32.71568,-117.16171000000001,2020-11-04 19:50 EDT
Kern,California,34676,0,425,0,1.2%,17474,0,35.34281638,-118.7299395,2020-11-04 19:50 EDT
Fresno,California,31738,0,447,0,1.4%,20816,0,36.74084000000001,-119.78551999999999,2020-11-04 19:50 EDT
Sacramento,California,27043,159,506,2,1.9%,24156,226,38.57944000000001,-121.49085,2020-11-04 19:50 EDT
Santa Clara,California,25421,0,412,0,1.6%,178,0,37.35579,-121.95508999999998,2020-11-04 19:50 EDT
Alameda,California,24162,0,466,0,1.9%,0,0,37.76683,-122.2453,2020-11-04 19:50 EDT
San Joaquin,California,22450,85,494,0,2.2%,21020,86,37.93479557,-121.2713112,2020-11-04 19:50 EDT
Contra Costa,California,19517,109,248,1,1.3%,18411,101,37.91793732,-121.9259354,2020-11-04 19:50 EDT
Tulare,California,18117,64,297,2,1.6%,17283,102,36.20649,-119.34305,2020-11-04 19:50 EDT
Stanislaus,California,18076,0,403,0,2.2%,17268,0,37.55932622,-120.9976619,2020-11-04 19:50 EDT
Ventura,California,14631,0,167,0,1.1%,13907,0,34.28082,-119.29231999999999,2020-11-04 19:50 EDT
Imperial,California,13284,24,338,0,2.5%,12517,16,32.84748,-115.56952,2020-11-04 19:50 EDT
San Francisco,California,12599,45,149,0,1.2%,520,0,37.777120000000004,-122.41963999999999,2020-11-04 19:50 EDT
Monterey,California,11956,50,99,2,0.8%,9199,70,36.21714603,-121.2390196,2020-11-04 19:50 EDT
San Mateo,California,11564,85,161,0,1.4%,0,0,37.54704,-122.31485,2020-11-04 19:50 EDT
Santa Barbara,California,10016,0,129,0,1.3%,9782,0,34.41938,-119.69905,2020-11-04 19:50 EDT
Sonoma,California,9953,87,142,0,1.4%,8211,0,38.29188,-122.45728000000001,2020-11-04 19:50 EDT
Merced,California,9819,0,160,0,1.6%,9196,0,37.19187429,-120.717739,2020-11-04 19:50 EDT
Kings,California,8673,0,84,0,1.0%,7193,0,36.07543071,-119.8153541,2020-11-04 19:50 EDT
Solano,California,7849,0,76,0,1.0%,7360,0,38.27793363,-121.9272405,2020-11-04 19:50 EDT
Marin,California,7181,0,129,0,1.8%,6982,0,38.07188727,-122.7195348,2020-11-04 19:50 EDT
Madera,California,5158,0,76,0,1.5%,4725,0,36.96205,-120.06398999999999,2020-11-04 19:50 EDT
Placer,California,4542,15,60,0,1.3%,3996,41,39.05913563,-120.75363279999999,2020-11-04 19:50 EDT
San Luis Obispo,California,4422,42,33,0,0.7%,4159,20,35.28579000000001,-120.66275,2020-11-04 19:50 EDT
Yolo,California,3344,0,61,0,1.8%,42,0,38.73431,-121.81278999999999,2020-11-04 19:50 EDT
Butte,California,3190,0,54,0,1.7%,3011,0,39.66709143,-121.60091100000001,2020-11-04 19:50 EDT
Santa Cruz,California,3007,33,26,0,0.9%,2704,17,36.97424,-122.03098,2020-11-04 19:50 EDT
Shasta,California,2284,105,32,0,1.4%,2136,123,40.598279999999995,-122.49095,2020-11-04 19:50 EDT
Napa,California,2124,16,15,0,0.7%,1814,0,38.50647693,-122.3306091,2020-11-04 19:50 EDT
Sutter,California,1951,0,12,0,0.6%,1872,0,39.03467539,-121.69484569999999,2020-11-04 19:50 EDT
San Benito,California,1478,0,15,0,1.0%,1430,0,36.50506,-121.08332,2020-11-04 19:50 EDT
El Dorado,California,1444,0,4,0,0.3%,1286,0,38.68217,-120.84683000000001,2020-11-04 19:50 EDT
Yuba,California,1398,0,10,0,0.7%,1309,0,39.26918299,-121.3512653,2020-11-04 19:50 EDT
Mendocino,California,1188,0,21,0,1.8%,1110,0,39.44024063,-123.3912784,2020-11-04 19:50 EDT
Tehama,California,971,0,15,0,1.5%,873,0,40.12569694,-122.23391529999999,2020-11-04 19:50 EDT
Lassen,California,777,0,1,0,0.1%,754,0,40.68244754,-120.60036909999998,2020-11-04 19:50 EDT
Lake,California,734,0,18,0,2.5%,641,0,39.10265343,-122.75089740000001,2020-11-04 19:50 EDT
Glenn,California,710,3,3,0,0.4%,679,2,39.59827984,-122.392389,2020-11-04 19:50 EDT
Nevada,California,672,0,9,0,1.3%,602,0,39.2616,-121.0161,2020-11-04 19:50 EDT
Humboldt,California,586,0,10,0,1.7%,556,0,40.69879803,-123.87371470000001,2020-11-04 19:50 EDT
Colusa,California,576,4,6,0,1.0%,541,0,39.17759768,-122.2371023,2020-11-04 19:50 EDT
Calaveras,California,361,0,21,0,5.8%,330,0,38.20473567,-120.55406550000001,2020-11-04 19:50 EDT
Amador,California,326,0,15,0,4.6%,280,0,38.44606535,-120.65175500000001,2020-11-04 19:50 EDT
Tuolumne,California,309,0,6,0,1.9%,258,0,38.02764367,-119.95465359999999,2020-11-04 19:50 EDT
Siskiyou,California,272,0,1,0,0.4%,218,0,41.59256366,-122.54077720000001,2020-11-04 19:50 EDT
Mono,California,268,31,2,0,0.7%,0,0,37.93749777,-118.8838882,2020-11-04 19:50 EDT
Inyo,California,247,4,15,0,6.1%,205,0,36.5110603,-117.410592,2020-11-04 19:50 EDT
Del Norte,California,194,0,1,0,0.5%,179,0,41.74317575,-123.89711070000001,2020-11-04 19:50 EDT
Plumas,California,86,0,0,0,0.0%,69,0,40.00070236,-120.8334983,2020-11-04 19:50 EDT
Mariposa,California,81,0,2,0,2.5%,77,0,37.58147049,-119.90545139999999,2020-11-04 19:50 EDT
Modoc,California,58,6,0,0,0.0%,37,0,41.57651716400005,-120.73684738599995,2020-11-04 19:50 EDT
Trinity,California,37,0,0,0,0.0%,28,0,40.65065829,-123.11263500000001,2020-11-04 19:50 EDT
Alpine,California,18,0,0,0,0.0%,6,0,38.59733305,-119.82042129999999,2020-11-04 19:50 EDT
Sierra,California,6,0,0,0,0.0%,6,0,39.58038432,-120.5160202,2020-11-04 19:50 EDT
Dallas,Texas,98473,598,1280,3,1.3%,82509,0,32.778220000000005,-96.79512,2020-11-04 19:50 EDT
Harris--Houston,Texas,85811,263,1353,6,1.6%,62289,181,29.66648008,-95.22438005,2020-11-04 19:50 EDT
