County Name,State Name,Confirmed,New,Death,Fatality Rate,Latitude,Longitude,Last Update
New York,New York,814,351,7,0.9%,40.71455,-74.00714,2020-03-17 21:54 EDT
Westchester,New York,380,160,0,0%,41.16319759,-73.7560629,2020-03-17 21:54 EDT
Nassau,New York,140,31,1+1,0.7%,40.74165225,-73.58899619,2020-03-17 21:54 EDT
Suffolk,New York,97,23,3+1,3.1%,40.87732808,-72.85898036,2020-03-17 21:54 EDT
Albany,New York,25,10,0,0%,42.65155,-73.75520999999998,2020-03-17 21:54 EDT
Rockland,New York,22,6,1,4.5%,41.152374,-74.02401032,2020-03-17 21:54 EDT
Dutchess,New York,16,6,0,0%,41.76477515,-73.74281684,2020-03-17 21:54 EDT
Orange,New York,15,4,0,0%,41.40206825,-74.30559567,2020-03-17 21:54 EDT
Monroe,New York,14,3,1+1,7.1%,43.14604282,-77.69674911,2020-03-17 21:54 EDT
Erie,New York,11,4,0,0%,42.76382119,-78.73224973,2020-03-17 21:54 EDT
Saratoga,New York,9,4,0,0%,43.06974,-73.63661,2020-03-17 21:54 EDT
Ulster,New York,8,1,0,0%,41.95986,-73.99033,2020-03-17 21:54 EDT
Schenectady,New York,5,1,0,0%,42.81238,-73.94122,2020-03-17 21:54 EDT
Tompkins,New York,3,1,0,0%,42.44933495,-76.47064359,2020-03-17 21:54 EDT
Putnam,New York,2,0,0,0%,41.42653455,-73.7494999,2020-03-17 21:54 EDT
Greene,New York,2,0,0,0%,42.27654571,-74.12261588,2020-03-17 21:54 EDT
Allegany,New York,2,0,0,0%,42.25739788,-78.02755444,2020-03-17 21:54 EDT
Onondaga,New York,2,0,0,0%,43.00487,-76.1836,2020-03-17 21:54 EDT
Delaware,New York,1,0,0,0%,42.19804334,-74.96635196,2020-03-17 21:54 EDT
Herkimer,New York,1,0,0,0%,43.0259,-74.98433,2020-03-17 21:54 EDT
Broome,New York,1,0,0,0%,42.16021802,-75.81964586,2020-03-17 21:54 EDT
Tioga,New York,1,0,0,0%,42.06057,-76.34519,2020-03-17 21:54 EDT
Montgomery,New York,1,0,0,0%,42.90229179999999,-74.43960085,2020-03-17 21:54 EDT
Ontario,New York,1,0,0,0%,42.85288942,-77.29981098,2020-03-17 21:54 EDT
Clinton,New York,1,0,0,0%,43.048250000000046,-75.37877999999995,2020-03-17 21:54 EDT
Essex,New York,1,1,0,0%,44.10755697300005,-73.79125846999995,2020-03-17 21:54 EDT
Oneida,New York,1,1,0,0%,43.24306498200007,-75.42583597099997,2020-03-17 21:54 EDT
Sullivan,New York,1,1,0,0%,41.71631354400007,-74.76811083299998,2020-03-17 21:54 EDT
Rensselaer,New York,1,1,0,0%,42.71086262800003,-73.50973789599993,2020-03-17 21:54 EDT
Wyoming,New York,1,1,0,0%,42.70242659300004,-78.22443260899995,2020-03-17 21:54 EDT
King,Washington,569,50,46+3,8.1%,47.49011813,-121.8043324,2020-03-17 21:54 EDT
Snohomish,Washington,266,33,6+2,2.3%,47.9124,-122.09306,2020-03-17 21:54 EDT
Pierce,Washington,45,7,0,0%,47.02270813,-122.1014408,2020-03-17 21:54 EDT
Island,Washington,14,7,0,0%,48.19160936,-122.6650075,2020-03-17 21:54 EDT
Skagit,Washington,9,2,0,0%,48.47933023,-121.7280802,2020-03-17 21:54 EDT
Grant,Washington,7,0,1,14.3%,47.19885794,-119.4525987,2020-03-17 21:54 EDT
Kitsap,Washington,7,0,0,0%,47.47496219,-122.6085325,2020-03-17 21:54 EDT
Whatcom,Washington,6,3,0,0%,48.82559702,-121.7174182,2020-03-17 21:54 EDT
Thurston,Washington,5,1,0,0%,46.91980578,-122.82986909999998,2020-03-17 21:54 EDT
Yakima,Washington,5,1,0,0%,46.60448,-120.50721,2020-03-17 21:54 EDT
Clark,Washington,4,0,2,50%,45.78187331,-122.4812785,2020-03-17 21:54 EDT
Spokane,Washington,4,1,0,0%,47.65726,-117.41228,2020-03-17 21:54 EDT
Jefferson,Washington,3,0,0,0%,47.74810608,-123.6000095,2020-03-17 21:54 EDT
Kittitas,Washington,3,0,0,0%,46.98472,-120.41752,2020-03-17 21:54 EDT
Chelan,Washington,2,2,0,0%,47.86707169100004,-120.62526766299999,2020-03-17 21:54 EDT
Grays Harbor,Washington,1,0,0,0%,47.15055235,-123.7737432,2020-03-17 21:54 EDT
Columbia,Washington,1,0,0,0%,46.29757684,-117.9078634,2020-03-17 21:54 EDT
Lincoln,Washington,1,0,0,0%,47.57305061,-118.4177041,2020-03-17 21:54 EDT
Cowlitz,Washington,1,0,0,0%,46.19454048,-122.6783272,2020-03-17 21:54 EDT
Lewis,Washington,1,0,0,0%,46.57779491,-122.3929158,2020-03-17 21:54 EDT
Klickitat,Washington,1,1,0,0%,45.876409142000064,-120.79203971699995,2020-03-17 21:54 EDT
Santa Clara,California,155,17,5+1,3.2%,37.35579,-121.95508999999998,2020-03-17 21:54 EDT
Los Angeles,California,144,50,1,0.7%,34.053490000000004,-118.24532,2020-03-17 21:54 EDT
San Mateo,California,64,23,1,1.6%,37.54704,-122.31485,2020-03-17 21:54 EDT
San Diego,California,60,5,0,0%,32.71568,-117.16171,2020-03-17 21:54 EDT
San Francisco,California,43,3,0,0%,37.77712,-122.41964,2020-03-17 21:54 EDT
Sacramento,California,40,7,2,5%,38.57944000000001,-121.49085,2020-03-17 21:54 EDT
Contra Costa,California,39,5,0,0%,37.91793732,-121.9259354,2020-03-17 21:54 EDT
Orange,California,29,7,0,0%,33.78787,-117.85071,2020-03-17 21:54 EDT
Alameda,California,27,9,0,0%,37.76683,-122.2453,2020-03-17 21:54 EDT
Riverside,California,15,0,3+1,20%,33.98171,-117.37404,2020-03-17 21:54 EDT
Santa Cruz,California,13,4,0,0%,36.97424,-122.03098,2020-03-17 21:54 EDT
San Joaquin,California,13,0,0,0%,37.93479557,-121.2713112,2020-03-17 21:54 EDT
Marin,California,11,0,0,0%,38.07188727,-122.7195348,2020-03-17 21:54 EDT
Ventura,California,10,6,0,0%,34.28082,-119.29232,2020-03-17 21:54 EDT
Solano,California,7,0,0,0%,38.27793363,-121.9272405,2020-03-17 21:54 EDT
Placer,California,5,0,1,20%,39.05913563,-120.7536328,2020-03-17 21:54 EDT
Yolo,California,4,2,0,0%,38.73431,-121.81279,2020-03-17 21:54 EDT
Sonoma,California,4,0,0,0%,38.29188,-122.45728,2020-03-17 21:54 EDT
San Benito,California,3,0,0,0%,36.50506,-121.08332,2020-03-17 21:54 EDT
Stanislaus,California,3,0,0,0%,37.55932622,-120.9976619,2020-03-17 21:54 EDT
Tulare,California,3,0,0,0%,36.20649,-119.34305,2020-03-17 21:54 EDT
San Luis Obispo,California,3,0,0,0%,35.28579000000001,-120.66275,2020-03-17 21:54 EDT
San Bernardino,California,3,1,0,0%,34.10524,-117.29412,2020-03-17 21:54 EDT
Fresno,California,2,0,0,0%,36.74084000000001,-119.78552,2020-03-17 21:54 EDT
Calaveras,California,2,0,0,0%,38.20473567,-120.5540655,2020-03-17 21:54 EDT
Imperial,California,2,0,0,0%,32.84748,-115.56952,2020-03-17 21:54 EDT
Santa Barbara,California,2,0,0,0%,34.41938,-119.69905,2020-03-17 21:54 EDT
Monterey,California,2,2,0,0%,36.21714602900005,-121.23901963899999,2020-03-17 21:54 EDT
Humboldt,California,1,0,0,0%,40.69879803,-123.8737147,2020-03-17 21:54 EDT
Madera,California,1,0,0,0%,36.96205,-120.06399,2020-03-17 21:54 EDT
Shasta,California,1,0,0,0%,40.59828,-122.49095,2020-03-17 21:54 EDT
Nevada,California,1,0,0,0%,34.06589,-117.21746,2020-03-17 21:54 EDT
Kern,California,1,1,0,0%,35.342816380000045,-118.72993949,2020-03-17 21:54 EDT
Bergen,New Jersey,84,23,2,2.4%,40.95949149,-74.074442,2020-03-17 21:54 EDT
Essex,New Jersey,32,12,0,0%,40.78779259,-74.24760059,2020-03-17 21:54 EDT
Hudson,New Jersey,24,4,0,0%,40.74034231,-74.07410970000002,2020-03-17 21:54 EDT
Monmouth,New Jersey,22,8,1,4.5%,40.2600411,-74.22194634,2020-03-17 21:54 EDT
Middlesex,New Jersey,22,5,0,0%,40.57936,-74.50067,2020-03-17 21:54 EDT
Union,New Jersey,15,7,0,0%,40.69635,-74.26957,2020-03-17 21:54 EDT
Passaic,New Jersey,10,2,0,0%,40.86034,-74.12374,2020-03-17 21:54 EDT
Mercer,New Jersey,9,3,0,0%,40.28331911,-74.70157374,2020-03-17 21:54 EDT
Morris,New Jersey,7,1,0,0%,40.86201902,-74.5442741,2020-03-17 21:54 EDT
Somerset,New Jersey,7,2,0,0%,40.49859,-74.52249,2020-03-17 21:54 EDT
Burlington,New Jersey,5,0,0,0%,40.07687,-74.85775,2020-03-17 21:54 EDT
Ocean,New Jersey,4,1,0,0%,39.90927434,-74.2969653,2020-03-17 21:54 EDT
Hunterdon,New Jersey,4,3,0,0%,40.56725317,-74.91217921,2020-03-17 21:54 EDT
Camden,New Jersey,3,0,0,0%,39.94525,-75.11913,2020-03-17 21:54 EDT
Gloucester,New Jersey,2,0,0,0%,39.71720106500004,-75.14164365699997,2020-03-17 21:54 EDT
Middlesex,Massachusetts,89,6,0,0%,42.48559407,-71.3917913,2020-03-17 21:54 EDT
Norfolk,Massachusetts,43,7,0,0%,42.11941,-71.33083,2020-03-17 21:54 EDT
Suffolk,Massachusetts,42,0,0,0%,42.33189157,-71.07537429,2020-03-17 21:54 EDT
Berkshire,Massachusetts,14,3,0,0%,42.51105,-73.19426,2020-03-17 21:54 EDT
Worcester,Massachusetts,8,2,0,0%,42.26341,-71.80219,2020-03-17 21:54 EDT
Essex,Massachusetts,8,0,0,0%,42.63251,-70.78113,2020-03-17 21:54 EDT
Bristol,Massachusetts,5,0,0,0%,41.79836956,-71.11428121,2020-03-17 21:54 EDT
Plymouth,Massachusetts,5,2,0,0%,41.92808,-70.6568,2020-03-17 21:54 EDT
Barnstable,Massachusetts,2,1,0,0%,41.70194,-70.30442,2020-03-17 21:54 EDT
Hampden,Massachusetts,1,0,0,0%,42.064613,-72.422,2020-03-17 21:54 EDT
Broward,Florida,48,9,1+1,2.1%,26.15224542,-80.48705340000002,2020-03-17 21:54 EDT
Miami-Dade,Florida,40,17,0,0%,25.61418208,-80.5679083,2020-03-17 21:54 EDT
Non-Florida-Resident,Florida,21,3,0,0%,27.766278999999997,-81.68678299999998,2020-03-17 21:54 EDT
Palm Beach,Florida,13,5,0,0%,26.70288,-80.03661,2020-03-17 21:54 EDT
Duval,Florida,10,5,0,0%,30.47844000000001,-81.62557,2020-03-17 21:54 EDT
Volusia,Florida,9,2,0,0%,29.16934,-81.52251,2020-03-17 21:54 EDT
Manatee,Florida,7,2,0,0%,27.49643,-82.53954,2020-03-17 21:54 EDT
Hillsborough,Florida,7,2,0,0%,27.93023096,-82.30785534,2020-03-17 21:54 EDT
Outside-Florida,Florida,6,0,1,16.7%,28.5660449,-81.68864879,2020-03-17 21:54 EDT
Collier,Florida,6,0,0,0%,26.11625563,-81.34013334,2020-03-17 21:54 EDT
Orange,Florida,6,3,1,16.7%,41.33141,-74.35667,2020-03-17 21:54 EDT
Osceola,Florida,6,2,0,0%,28.06812578,-81.14519655,2020-03-17 21:54 EDT
Lee,Florida,5,1,2,40%,26.57965162,-81.82468531,2020-03-17 21:54 EDT
Pinellas,Florida,4,0,0,0%,27.9313392,-82.72194025,2020-03-17 21:54 EDT
Seminole,Florida,4,0,0,0%,28.71700144,-81.23632262,2020-03-17 21:54 EDT
Alachua,Florida,4,2,0,0%,29.79309000000001,-82.49428,2020-03-17 21:54 EDT
Clay,Florida,4,1,0,0%,29.98305516,-81.85778209,2020-03-17 21:54 EDT
Okaloosa,Florida,2,1,0,0%,30.70702353,-86.59650821,2020-03-17 21:54 EDT
Pasco,Florida,2,0,0,0%,28.32453,-82.33624,2020-03-17 21:54 EDT
Sarasota,Florida,2,0,0,0%,27.33889000000001,-82.53886999999997,2020-03-17 21:54 EDT
Citrus,Florida,2,1,0,0%,28.8507789,-82.46594866,2020-03-17 21:54 EDT
St. Johns,Florida,2,0,0,0%,30.12051,-81.62536,2020-03-17 21:54 EDT
Santa Rosa,Florida,1,0,1,100%,30.73147611,-87.01761385,2020-03-17 21:54 EDT
Charlotte,Florida,1,0,0,0%,26.90848328,-81.90343918,2020-03-17 21:54 EDT
Nassau,Florida,1,0,0,0%,30.61077673,-81.80173997,2020-03-17 21:54 EDT
Escambia,Florida,1,0,0,0%,30.70048477500007,-87.37722153999994,2020-03-17 21:54 EDT
Lake,Florida,1,0,0,0%,28.762619734000047,-81.71155351299996,2020-03-17 21:54 EDT
Brevard,Florida,1,0,0,0%,28.293484186000057,-80.73235631099999,2020-03-17 21:54 EDT
Polk,Florida,1,0,0,0%,27.948878240000052,-81.69776009499998,2020-03-17 21:54 EDT
Orleans,Louisiana,136,42,4+1,2.9%,30.03843182,-89.90055149,2020-03-17 21:54 EDT
Jefferson,Louisiana,35,14,0,0%,29.9596,-90.17182,2020-03-17 21:54 EDT
St. Tammany,Louisiana,6,0,0,0%,30.39408,-89.89506999999998,2020-03-17 21:54 EDT
Caddo,Louisiana,4,1,0,0%,32.75632,-93.97374,2020-03-17 21:54 EDT
St. Charles,Louisiana,3,0,0,0%,29.9052798,-90.3824403,2020-03-17 21:54 EDT
Terrebonne,Louisiana,3,1,0,0%,29.43006669,-90.87546183,2020-03-17 21:54 EDT
Lafourche,Louisiana,2,0,0,0%,29.765290000000004,-90.76881,2020-03-17 21:54 EDT
St. Bernard,Louisiana,2,0,0,0%,29.86715,-89.85868,2020-03-17 21:54 EDT
Bossier,Louisiana,1,0,0,0%,32.67886191,-93.60531071,2020-03-17 21:54 EDT
St. John the Baptist,Louisiana,1,0,0,0%,30.07866499,-90.54541322,2020-03-17 21:54 EDT
Ascension,Louisiana,1,0,0,0%,30.20549338,-90.9088583,2020-03-17 21:54 EDT
Washington,Louisiana,1,1,0,0%,30.853392161000052,-90.04050446099994,2020-03-17 21:54 EDT
East Baton Rouge,Louisiana,1,1,0,0%,30.53926540800007,-91.09217012,2020-03-17 21:54 EDT
Denver,Colorado,38,13,0,0%,39.74001,-104.99202,2020-03-17 21:54 EDT
Eagle,Colorado,34,10,0,0%,39.65565,-106.82788,2020-03-17 21:54 EDT
Arapahoe,Colorado,15,0,0,0%,39.64976719,-104.3392044,2020-03-17 21:54 EDT
Jefferson,Colorado,13,1,0,0%,39.58643164,-105.2504022,2020-03-17 21:54 EDT
Pitkin,Colorado,11,0,0,0%,39.21712515,-106.9167355,2020-03-17 21:54 EDT
Boulder,Colorado,11,4,0,0%,40.01574,-105.27924,2020-03-17 21:54 EDT
Douglas,Colorado,8,0,0,0%,39.32966642,-104.9295706,2020-03-17 21:54 EDT
Gunnison,Colorado,8,0,0,0%,38.54526,-106.92692,2020-03-17 21:54 EDT
Adams,Colorado,6,0,0,0%,39.87375914,-104.3366349,2020-03-17 21:54 EDT
Weld,Colorado,6,1,1+1,16.7%,40.55477273,-104.3924353,2020-03-17 21:54 EDT
Summit,Colorado,5,3,0,0%,39.6341694,-106.1163607,2020-03-17 21:54 EDT
El Paso,Colorado,4,0,1,25%,38.83212691,-104.5255141,2020-03-17 21:54 EDT
Larimer,Colorado,3,2,0,0%,40.66645245,-105.4609363,2020-03-17 21:54 EDT
Pueblo,Colorado,1,0,0,0%,38.26375,-104.61252,2020-03-17 21:54 EDT
Routt,Colorado,1,0,0,0%,40.48499792,-106.9912189,2020-03-17 21:54 EDT
Mesa,Colorado,1,0,0,0%,39.16616,-108.13889,2020-03-17 21:54 EDT
Garfield,Colorado,1,0,0,0%,39.59922654,-107.9040019,2020-03-17 21:54 EDT
Clear Creek,Colorado,1,0,0,0%,39.68905313,-105.6443322,2020-03-17 21:54 EDT
Cook,Illinois,107,31,1+1,0.9%,41.84014932,-87.81682325,2020-03-17 21:54 EDT
DuPage,Illinois,26,21,0,0%,41.85194049,-88.08561127,2020-03-17 21:54 EDT
Lake,Illinois,7,1,0,0%,42.32327645,-88.00353452,2020-03-17 21:54 EDT
Sangamon,Illinois,4,0,0,0%,39.75815792,-89.65888740000004,2020-03-17 21:54 EDT
Kane,Illinois,3,0,0,0%,41.93887565,-88.42863925,2020-03-17 21:54 EDT
McHenry,Illinois,2,0,0,0%,42.32621,-88.26731,2020-03-17 21:54 EDT
St. Clair,Illinois,2,0,0,0%,38.46996471,-89.92749975,2020-03-17 21:54 EDT
Clinton,Illinois,2,1,0,0%,40.148790000000076,-88.96396999999996,2020-03-17 21:54 EDT
Will,Illinois,2,1,0,0%,41.44505655,-87.97865231,2020-03-17 21:54 EDT
Woodford,Illinois,1,0,0,0%,40.84437,-89.02781,2020-03-17 21:54 EDT
Cumberland,Illinois,1,0,0,0%,39.27332831,-88.24016822,2020-03-17 21:54 EDT
Champaign,Illinois,1,0,0,0%,40.1142,-88.2435,2020-03-17 21:54 EDT
Winnebago,Illinois,1,0,0,0%,42.26568000000003,-89.24138999999997,2020-03-17 21:54 EDT
Whiteside,Illinois,1,0,0,0%,41.75533495100007,-89.91231676399998,2020-03-17 21:54 EDT
Peoria,Illinois,1,0,0,0%,40.69236000000007,-89.58798999999998,2020-03-17 21:54 EDT
Fulton,Georgia,33,6,0,0%,33.79024066,-84.46711002,2020-03-17 21:54 EDT
Cobb,Georgia,25,3,1,4%,33.9414802,-84.57663741,2020-03-17 21:54 EDT
DeKalb,Georgia,15,5,0,0%,33.77153731,-84.22646531,2020-03-17 21:54 EDT
Bartow,Georgia,10,1,0,0%,34.23764397,-84.84072940000001,2020-03-17 21:54 EDT
Gwinnett,Georgia,7,2,0,0%,33.96118879,-84.0235873,2020-03-17 21:54 EDT
Cherokee,Georgia,7,0,0,0%,34.24398966,-84.47624414,2020-03-17 21:54 EDT
Floyd,Georgia,6,2,0,0%,34.26324245,-85.21452762,2020-03-17 21:54 EDT
Dougherty,Georgia,6,0,0,0%,31.53332494,-84.21629439,2020-03-17 21:54 EDT
Fayette,Georgia,5,0,0,0%,33.413909100000005,-84.49427247,2020-03-17 21:54 EDT
Clayton,Georgia,5,0,0,0%,33.54197299,-84.35769948,2020-03-17 21:54 EDT
Lowndes,Georgia,4,1,0,0%,30.83362831,-83.26769554,2020-03-17 21:54 EDT
